ID_Transaksi,ID_Petugas,Nama_Pembeli,Tgl_Transaksi,Metode_Transaksi
TRX0000718,PTG00022,"Cut Mala Widodo, S.IP",2025-09-18,Transfer
TRX0000719,PTG00389,Cut Gawati Astuti,2025-03-23,Tunai
TRX0000720,PTG00347,"Dr. Amelia Sitompul, M.Farm",2025-09-14,Transfer
TRX0000721,PTG00313,Devi Lazuardi,2024-11-11,Kartu Debit
TRX0000722,PTG00246,"Saadat Pertiwi, M.Kom.",2025-04-16,QRIS
TRX0000723,PTG00829,drg. Samiah Pangestu,2025-04-10,QRIS
TRX0000724,PTG00677,Ir. Intan Zulkarnain,2024-11-29,Transfer
TRX0000725,PTG00964,Kasim Oktaviani,2025-04-10,Kartu Debit
TRX0000726,PTG00900,"Asirwada Pudjiastuti, M.M.",2025-03-19,Tunai
TRX0000727,PTG00122,drg. Yunita Hidayat,2025-02-02,Transfer
TRX0000728,PTG00904,Cakrawala Suartini,2025-09-20,Transfer
TRX0000729,PTG00814,Sutan Ajiman Mulyani,2025-09-20,Transfer
TRX0000730,PTG00197,"drg. Kemba Maryati, S.Pd",2025-07-07,Kartu Debit
TRX0000731,PTG00712,Mila Pratiwi,2025-07-23,QRIS
TRX0000732,PTG00326,Dr. Candra Rajasa,2025-05-17,Kartu Debit
TRX0000733,PTG00652,Jaga Tampubolon,2025-08-18,Transfer
TRX0000734,PTG00944,Paris Wijaya,2025-06-18,Tunai
TRX0000735,PTG00782,"Irfan Nugroho, M.M.",2025-05-16,Transfer
TRX0000736,PTG00875,R.M. Wakiman Pradipta,2025-01-26,QRIS
TRX0000737,PTG00809,"Cut Qori Farida, S.Pt",2024-10-24,Transfer
TRX0000738,PTG00336,Hamima Laksita,2025-10-04,Transfer
TRX0000739,PTG00055,Rika Thamrin,2025-09-01,QRIS
TRX0000740,PTG00894,Rosman Nababan,2024-10-26,Transfer
TRX0000741,PTG00872,"KH. Wage Pratama, S.Sos",2025-09-15,Kartu Debit
TRX0000742,PTG00215,"R. Titi Wahyuni, S.Pt",2025-04-13,Tunai
TRX0000743,PTG00804,"dr. Kezia Hassanah, M.TI.",2024-11-14,Kartu Debit
TRX0000744,PTG00810,Anita Nasyiah,2024-11-14,Tunai
TRX0000745,PTG00172,R.M. Warta Sihombing,2024-12-20,Kartu Debit
TRX0000746,PTG00770,"drg. Ina Sudiati, S.IP",2025-08-08,QRIS
TRX0000747,PTG00511,Ihsan Hutapea,2025-06-25,Kartu Debit
TRX0000748,PTG00184,"Tgk. Asman Purnawati, S.T.",2025-04-01,QRIS
TRX0000749,PTG00730,"Caturangga Wijayanti, S.Kom",2025-07-07,QRIS
TRX0000750,PTG00539,Hardi Purnawati,2025-07-03,Kartu Debit
TRX0000751,PTG00733,"Daryani Halimah, M.Pd",2025-03-27,Kartu Debit
TRX0000752,PTG00486,"Sutan Banara Yolanda, M.Ak",2024-11-22,QRIS
TRX0000753,PTG00596,Cici Mulyani,2024-11-13,Kartu Debit
TRX0000754,PTG00654,Nyana Permadi,2025-07-29,Tunai
TRX0000755,PTG00213,"Drs. Rangga Damanik, S.Ked",2025-03-17,Transfer
TRX0000756,PTG00917,Rina Hardiansyah,2025-02-04,Transfer
TRX0000757,PTG00463,Uchita Samosir,2025-02-15,Transfer
TRX0000758,PTG00406,Tgk. Almira Situmorang,2025-02-06,Transfer
TRX0000759,PTG00314,"Dr. Atmaja Sitompul, S.IP",2025-07-11,Kartu Debit
TRX0000760,PTG00911,"Sutan Latif Rajasa, S.E.I",2025-06-11,Kartu Debit
TRX0000761,PTG00586,Drs. Timbul Iswahyudi,2025-04-30,Transfer
TRX0000762,PTG00958,"Sari Hidayanto, M.Ak",2025-09-21,QRIS
TRX0000763,PTG00261,Ibrahim Nasyidah,2025-07-13,Tunai
TRX0000764,PTG00138,Ajimat Oktaviani,2025-06-08,Tunai
TRX0000765,PTG00303,"drg. Shania Hardiansyah, S.Farm",2025-05-02,Kartu Debit
TRX0000766,PTG00532,R. Tri Siregar,2025-09-06,QRIS
TRX0000767,PTG00236,"Puti Maria Uyainah, S.Farm",2025-02-16,Tunai
TRX0000768,PTG00477,"Kayla Kuswoyo, S.IP",2025-09-23,QRIS
TRX0000769,PTG00437,"drg. Mahdi Maryadi, M.Ak",2025-04-23,Kartu Debit
TRX0000770,PTG00479,Ade Wasita,2025-02-05,Kartu Debit
TRX0000771,PTG00419,"Dr. Alika Puspita, S.Ked",2025-09-30,QRIS
TRX0000772,PTG00824,"Padma Situmorang, M.Pd",2025-03-01,Kartu Debit
TRX0000773,PTG00325,Shania Anggriawan,2024-12-18,QRIS
TRX0000774,PTG00392,Hj. Natalia Laksita,2025-01-27,Tunai
TRX0000775,PTG00184,"Lanjar Sinaga, M.Kom.",2025-07-23,Kartu Debit
TRX0000776,PTG00240,Agnes Firmansyah,2024-12-27,QRIS
TRX0000777,PTG00661,Dalimin Hutasoit,2025-01-17,Tunai
TRX0000778,PTG00368,Pangeran Nurdiyanti,2025-03-10,Tunai
TRX0000779,PTG00302,Cornelia Hassanah,2025-09-20,Tunai
TRX0000780,PTG00805,Drs. Rachel Fujiati,2025-03-03,QRIS
TRX0000781,PTG00949,"R.M. Mahfud Saragih, M.Ak",2024-12-28,Transfer
TRX0000782,PTG00101,"Wadi Hastuti, S.Farm",2025-02-14,Tunai
TRX0000783,PTG00074,"Yosef Januar, M.Ak",2025-01-30,QRIS
TRX0000784,PTG00040,dr. Zelaya Mayasari,2025-02-02,Transfer
TRX0000785,PTG00342,Cemeti Tarihoran,2025-10-17,Transfer
TRX0000786,PTG00692,Ir. Ani Hutasoit,2024-11-18,QRIS
TRX0000787,PTG00257,Satya Waskita,2024-10-23,QRIS
TRX0000788,PTG00764,Eluh Oktaviani,2025-01-18,QRIS
TRX0000789,PTG00196,Cakrabuana Handayani,2025-09-09,Transfer
TRX0000790,PTG00876,"drg. Nalar Kusmawati, S.Gz",2025-10-12,QRIS
TRX0000791,PTG00009,Ratih Samosir,2025-05-14,QRIS
TRX0000792,PTG00289,"Catur Anggraini, M.TI.",2025-09-15,QRIS
TRX0000793,PTG00802,Latif Wahyuni,2024-12-25,Kartu Debit
TRX0000794,PTG00969,Ulya Uwais,2025-08-04,Kartu Debit
TRX0000795,PTG00842,Marsito Setiawan,2025-01-30,Tunai
TRX0000796,PTG00484,KH. Cemplunk Iswahyudi,2025-01-27,Transfer
TRX0000797,PTG00887,Ir. Adhiarja Lazuardi,2025-01-21,Kartu Debit
TRX0000798,PTG00234,Septi Sirait,2024-12-05,Transfer
TRX0000799,PTG00741,Rahmi Saefullah,2025-04-23,Transfer
TRX0000800,PTG00486,Muni Uwais,2025-08-18,Transfer
TRX0000801,PTG00529,Danu Oktaviani,2025-09-22,Kartu Debit
TRX0000802,PTG00740,"Tgk. Gading Prayoga, S.E.",2025-05-19,Kartu Debit
TRX0000803,PTG00349,Jarwadi Tarihoran,2025-10-06,Tunai
TRX0000804,PTG00321,KH. Darijan Suryatmi,2024-10-25,Transfer
TRX0000805,PTG00440,Banara Hariyah,2025-04-30,Kartu Debit
TRX0000806,PTG00215,Rahman Simanjuntak,2025-02-21,Kartu Debit
TRX0000807,PTG00461,"Nasim Prasetya, S.E.I",2024-12-17,Tunai
TRX0000808,PTG00384,Dwi Maulana,2025-02-05,Transfer
TRX0000809,PTG00592,"Farhunnisa Purnawati, S.I.Kom",2024-11-26,Transfer
TRX0000810,PTG00313,"Novi Permata, S.Farm",2025-08-25,Tunai
TRX0000811,PTG00512,Eli Puspasari,2025-02-23,QRIS
TRX0000812,PTG00348,Faizah Prasetyo,2024-10-22,Transfer
TRX0000813,PTG00430,Adinata Andriani,2025-03-14,Kartu Debit
TRX0000814,PTG00703,Zamira Simbolon,2025-07-22,Kartu Debit
TRX0000815,PTG00782,Tantri Nurdiyanti,2025-08-15,QRIS
TRX0000816,PTG00334,Violet Maryati,2024-11-06,Tunai
TRX0000817,PTG00582,Tgk. Azalea Kusmawati,2024-12-25,Tunai
TRX0000818,PTG00945,"Kemba Manullang, M.TI.",2025-09-18,Transfer
TRX0000819,PTG00158,Ghani Situmorang,2025-03-16,QRIS
TRX0000820,PTG00582,Ulva Najmudin,2025-05-10,Kartu Debit
TRX0000821,PTG00391,Taswir Hartati,2025-05-31,Transfer
TRX0000822,PTG00972,"dr. Taufik Manullang, S.I.Kom",2024-10-29,Kartu Debit
TRX0000823,PTG00066,drg. Nyoman Pratama,2025-09-22,Kartu Debit
TRX0000824,PTG00193,Karna Halim,2025-03-16,Kartu Debit
TRX0000825,PTG00112,Paulin Mansur,2025-03-11,QRIS
TRX0000826,PTG00584,"Cahya Andriani, S.E.I",2025-09-05,Kartu Debit
TRX0000827,PTG00655,Waluyo Widiastuti,2025-08-09,QRIS
TRX0000828,PTG00096,Michelle Wahyudin,2024-11-21,Transfer
TRX0000829,PTG00107,Atma Hutasoit,2025-09-14,Transfer
TRX0000830,PTG00033,Soleh Mansur,2025-03-12,Kartu Debit
TRX0000831,PTG00028,Ulva Dongoran,2025-06-23,Transfer
TRX0000832,PTG00204,Rafid Salahudin,2025-08-17,Tunai
TRX0000833,PTG00934,Radit Suwarno,2025-08-13,Kartu Debit
TRX0000834,PTG00291,Natalia Sirait,2025-10-18,Transfer
TRX0000835,PTG00239,Zizi Palastri,2025-08-10,QRIS
TRX0000836,PTG00676,"Samiah Andriani, S.Kom",2025-05-05,Tunai
TRX0000837,PTG00466,Clara Prakasa,2025-08-01,Tunai
TRX0000838,PTG00378,Ir. Paulin Halimah,2025-04-08,Tunai
TRX0000839,PTG00176,Dt. Setya Sitorus,2024-10-23,QRIS
TRX0000840,PTG00881,R.M. Kayun Padmasari,2025-01-24,Kartu Debit
TRX0000841,PTG00401,"Citra Nugroho, S.E.I",2025-05-21,Transfer
TRX0000842,PTG00114,"KH. Darmana Wahyuni, M.Ak",2025-07-01,Transfer
TRX0000843,PTG00550,"Tgk. Jabal Utama, S.Kom",2025-03-20,Kartu Debit
TRX0000844,PTG00490,"Jinawi Wibisono, S.T.",2025-08-10,Tunai
TRX0000845,PTG00399,Juli Latupono,2025-08-29,Transfer
TRX0000846,PTG00134,"Gamanto Winarno, S.E.I",2024-12-20,Transfer
TRX0000847,PTG00318,Candra Budiman,2025-10-19,Kartu Debit
TRX0000848,PTG00838,"Danang Setiawan, S.Farm",2025-05-18,Kartu Debit
TRX0000849,PTG00163,Shania Santoso,2025-09-07,QRIS
TRX0000850,PTG00602,Lanjar Pratiwi,2025-08-26,Transfer
TRX0000851,PTG00515,"Kiandra Maheswara, S.Kom",2025-07-13,Kartu Debit
TRX0000852,PTG00283,Ikin Hutagalung,2025-05-09,Transfer
TRX0000853,PTG00008,"Teguh Waluyo, S.Gz",2025-05-25,Transfer
TRX0000854,PTG00457,"Mala Purnawati, M.Farm",2025-10-10,Tunai
TRX0000855,PTG00845,"Damar Suartini, M.Ak",2025-08-25,Kartu Debit
TRX0000856,PTG00620,Citra Firgantoro,2025-01-30,Transfer
TRX0000857,PTG00539,"Samsul Nuraini, S.Kom",2025-03-18,QRIS
TRX0000858,PTG00933,"Eka Susanti, S.E.I",2025-05-09,Kartu Debit
TRX0000859,PTG00472,Dalima Padmasari,2024-11-16,Kartu Debit
TRX0000860,PTG00590,"Keisha Budiman, S.Pd",2025-05-08,Tunai
TRX0000861,PTG00755,Jayeng Mayasari,2025-07-16,Tunai
TRX0000862,PTG00295,"Nilam Kurniawan, S.Gz",2025-03-13,Kartu Debit
TRX0000863,PTG00356,Sadina Nainggolan,2025-01-23,QRIS
TRX0000864,PTG00401,Gatra Waluyo,2025-06-23,Transfer
TRX0000865,PTG00426,Sadina Yulianti,2025-06-09,Transfer
TRX0000866,PTG00184,Elma Sihotang,2025-08-09,Kartu Debit
TRX0000867,PTG00469,Mahfud Prastuti,2025-06-20,Kartu Debit
TRX0000868,PTG00933,Tgk. Belinda Mandala,2025-03-17,Transfer
TRX0000869,PTG00716,Ella Pudjiastuti,2025-01-11,Tunai
TRX0000870,PTG00403,Drs. Lamar Wulandari,2025-05-13,Tunai
TRX0000871,PTG00246,"Cut Shania Pudjiastuti, M.TI.",2025-08-24,Transfer
TRX0000872,PTG00281,"Dr. Waluyo Winarno, S.Ked",2025-08-11,QRIS
TRX0000873,PTG00683,Bakijan Adriansyah,2025-05-12,Tunai
TRX0000874,PTG00715,Eko Riyanti,2025-04-16,Transfer
TRX0000875,PTG00931,Vinsen Putra,2025-08-05,Kartu Debit
TRX0000876,PTG00422,Aisyah Prasasta,2025-07-20,Tunai
TRX0000877,PTG00378,Oni Dabukke,2025-08-18,Tunai
TRX0000878,PTG00774,"Ganda Puspita, M.TI.",2025-05-05,Tunai
TRX0000879,PTG00517,Violet Saputra,2025-02-08,QRIS
TRX0000880,PTG00420,"drg. Cahyanto Kusumo, S.Kom",2025-01-09,Kartu Debit
TRX0000881,PTG00169,Zamira Lailasari,2024-12-26,QRIS
TRX0000882,PTG00213,"drg. Gabriella Purwanti, S.H.",2025-04-30,Tunai
TRX0000883,PTG00474,Nasrullah Rahmawati,2025-08-17,Tunai
TRX0000884,PTG00075,"Virman Mayasari, S.Gz",2024-11-18,Kartu Debit
TRX0000885,PTG00391,Gina Mulyani,2025-08-27,QRIS
TRX0000886,PTG00764,Tami Permadi,2025-10-01,Kartu Debit
TRX0000887,PTG00877,"Drs. Jarwadi Purnawati, M.Kom.",2024-11-07,Transfer
TRX0000888,PTG00407,"dr. Kambali Rajata, S.E.",2025-02-24,Tunai
TRX0000889,PTG00011,R. Kala Firmansyah,2024-12-04,QRIS
TRX0000890,PTG00118,"Dr. Samsul Halimah, S.T.",2024-11-14,Transfer
TRX0000891,PTG00335,Liman Iswahyudi,2025-04-17,Kartu Debit
TRX0000892,PTG00497,"Ghaliyati Jailani, S.IP",2025-07-24,Kartu Debit
TRX0000893,PTG00070,Kani Safitri,2024-12-20,Tunai
TRX0000894,PTG00562,Ira Wibisono,2025-07-15,Transfer
TRX0000895,PTG00731,Asmianto Mustofa,2024-10-22,Kartu Debit
TRX0000896,PTG00144,Balamantri Mansur,2025-07-13,Kartu Debit
TRX0000897,PTG00841,Paris Latupono,2024-11-17,QRIS
TRX0000898,PTG00862,"KH. Agus Samosir, S.E.",2025-04-11,Transfer
TRX0000899,PTG00175,Taswir Mandala,2025-07-20,Tunai
TRX0000900,PTG00622,"dr. Paramita Palastri, M.Pd",2025-04-29,Tunai
TRX0000901,PTG00182,"Puti Patricia Simanjuntak, M.Ak",2024-11-24,QRIS
TRX0000902,PTG00128,Ajiono Agustina,2025-08-31,Kartu Debit
TRX0000903,PTG00173,Sabri Rajata,2025-01-12,Tunai
TRX0000904,PTG00688,Jelita Mustofa,2024-12-04,Tunai
TRX0000905,PTG00694,Eli Widodo,2025-09-21,QRIS
TRX0000906,PTG00158,Drs. Baktiono Anggriawan,2024-11-23,Kartu Debit
TRX0000907,PTG00367,Genta Kuswoyo,2025-05-31,Transfer
TRX0000908,PTG00222,Ajiman Hidayat,2025-10-17,Tunai
TRX0000909,PTG00915,Hj. Zalindra Najmudin,2025-04-16,Transfer
TRX0000910,PTG00453,Bella Prasetyo,2025-08-10,Tunai
TRX0000911,PTG00857,"Hj. Ella Mangunsong, S.Kom",2025-03-23,Tunai
TRX0000912,PTG00400,"Ajiman Hutagalung, S.Kom",2025-05-18,QRIS
TRX0000913,PTG00455,Ami Nugroho,2025-07-04,Tunai
TRX0000914,PTG00613,"Ir. Safina Purwanti, S.Pt",2024-10-31,Tunai
TRX0000915,PTG00050,Tgk. Agnes Hutagalung,2025-09-08,Kartu Debit
TRX0000916,PTG00786,"T. Harsanto Susanti, S.Sos",2025-09-21,Transfer
TRX0000917,PTG00952,"R.A. Yulia Waskita, S.Gz",2024-11-20,Transfer
TRX0000918,PTG00384,Nilam Megantara,2025-10-18,Transfer
TRX0000919,PTG00205,Endah Firgantoro,2025-10-02,Tunai
TRX0000920,PTG00017,"Intan Utama, S.Gz",2025-06-22,Kartu Debit
TRX0000921,PTG00029,"Queen Puspasari, S.Ked",2025-07-17,Tunai
TRX0000922,PTG00346,"Zaenab Putra, S.I.Kom",2025-04-06,Transfer
TRX0000923,PTG00697,Yosef Putra,2025-01-16,Tunai
TRX0000924,PTG00226,Balidin Wacana,2025-03-09,Tunai
TRX0000925,PTG00817,Imam Mustofa,2025-07-22,Transfer
TRX0000926,PTG00742,Argono Saragih,2025-02-23,Transfer
TRX0000927,PTG00046,"Ir. Humaira Waluyo, S.IP",2025-09-12,Kartu Debit
TRX0000928,PTG00525,Argono Tarihoran,2025-04-26,Tunai
TRX0000929,PTG00836,Rusman Sirait,2025-07-05,QRIS
TRX0000930,PTG00331,Darman Wahyuni,2024-11-28,Transfer
TRX0000931,PTG00640,Lantar Widodo,2024-12-07,Transfer
TRX0000932,PTG00957,Asman Rahmawati,2025-04-10,Kartu Debit
TRX0000933,PTG00962,"R. Ida Adriansyah, M.Kom.",2025-09-09,Kartu Debit
TRX0000934,PTG00124,Makuta Pangestu,2025-02-17,Transfer
TRX0000935,PTG00219,Hj. Sabrina Andriani,2025-02-28,Tunai
TRX0000936,PTG00366,Halima Prakasa,2025-03-30,QRIS
TRX0000937,PTG00178,Darman Winarno,2025-05-26,Tunai
TRX0000938,PTG00412,"Kariman Tarihoran, M.Kom.",2025-01-15,QRIS
TRX0000939,PTG00013,Darman Suartini,2025-02-04,Kartu Debit
TRX0000940,PTG00218,dr. Ophelia Budiyanto,2024-11-28,Kartu Debit
TRX0000941,PTG00226,Alambana Puspasari,2025-07-19,Tunai
TRX0000942,PTG00674,Hartaka Megantara,2025-02-12,QRIS
TRX0000943,PTG00666,Nova Tarihoran,2025-07-11,QRIS
TRX0000944,PTG00045,Nasab Saragih,2024-11-06,Tunai
TRX0000945,PTG00907,Sutan Marsudi Maheswara,2025-04-05,Transfer
TRX0000946,PTG00421,Karen Ardianto,2025-02-01,QRIS
TRX0000947,PTG00786,"Dt. Darmanto Permata, S.T.",2025-09-07,Kartu Debit
TRX0000948,PTG00105,"Unggul Uwais, S.I.Kom",2025-08-14,Transfer
TRX0000949,PTG00258,"Samiah Siregar, S.Sos",2025-05-06,Tunai
TRX0000950,PTG00615,"Irma Yuniar, S.E.",2025-09-19,QRIS
TRX0000951,PTG00647,Jefri Kurniawan,2024-11-11,Kartu Debit
TRX0000952,PTG00695,"Vinsen Rahimah, S.Ked",2025-08-12,Transfer
TRX0000953,PTG00341,Cawisadi Adriansyah,2024-12-13,Transfer
TRX0000954,PTG00651,Kamaria Jailani,2024-11-25,QRIS
TRX0000955,PTG00872,Dr. Wadi Suartini,2025-06-10,Kartu Debit
TRX0000956,PTG00070,Uli Budiyanto,2024-10-22,QRIS
TRX0000957,PTG00019,Puti Zulaikha Laksita,2025-09-12,Kartu Debit
TRX0000958,PTG00392,Ami Hasanah,2025-08-13,Transfer
TRX0000959,PTG00516,Vega Prastuti,2025-03-02,Tunai
TRX0000960,PTG00239,Harsaya Hariyah,2025-10-14,Tunai
TRX0000961,PTG00632,"Garang Damanik, S.T.",2025-04-21,Tunai
TRX0000962,PTG00317,Timbul Wijaya,2025-03-24,Transfer
TRX0000963,PTG00756,Mitra Maulana,2025-06-28,Kartu Debit
TRX0000964,PTG00776,"Umaya Mulyani, S.Pd",2025-07-08,Transfer
TRX0000965,PTG00635,"Rahmi Wulandari, S.Farm",2025-01-04,Tunai
TRX0000966,PTG00062,Paulin Usada,2025-03-03,Transfer
TRX0000967,PTG00384,"Hj. Najwa Marbun, S.Ked",2025-05-24,Kartu Debit
TRX0000968,PTG00304,Edi Puspita,2024-12-14,Transfer
TRX0000969,PTG00156,Tirtayasa Dabukke,2025-04-26,Kartu Debit
TRX0000970,PTG00210,Harjo Wulandari,2025-09-06,Tunai
TRX0000971,PTG00244,Edi Laksita,2025-02-28,Kartu Debit
TRX0000972,PTG00757,"T. Bakidin Ramadan, S.Pd",2025-03-15,QRIS
TRX0000973,PTG00138,Najam Halimah,2025-08-20,QRIS
TRX0000974,PTG00326,"Umaya Padmasari, M.M.",2024-12-03,Tunai
TRX0000975,PTG00534,Jessica Pratama,2025-10-19,Kartu Debit
TRX0000976,PTG00664,"Tgk. Karimah Prastuti, S.I.Kom",2024-11-14,QRIS
TRX0000977,PTG00769,Yusuf Purwanti,2025-03-06,Tunai
TRX0000978,PTG00235,Cakrabuana Utami,2024-11-08,QRIS
TRX0000979,PTG00351,Irsad Padmasari,2025-06-16,Transfer
TRX0000980,PTG00211,Nadine Napitupulu,2025-03-04,Tunai
TRX0000981,PTG00929,Hamima Mansur,2025-02-19,Transfer
TRX0000982,PTG00821,Shakila Mandala,2025-08-31,Transfer
TRX0000983,PTG00623,Farhunnisa Zulkarnain,2025-06-07,Kartu Debit
TRX0000984,PTG00534,Aris Suryatmi,2025-06-21,QRIS
TRX0000985,PTG00188,Drs. Endah Rajata,2024-10-29,Kartu Debit
TRX0000986,PTG00645,Mariadi Nurdiyanti,2025-02-22,Tunai
TRX0000987,PTG00067,Titin Astuti,2024-12-04,Kartu Debit
TRX0000988,PTG00072,Maimunah Gunarto,2025-07-05,Transfer
TRX0000989,PTG00054,"R.A. Lili Ardianto, M.M.",2024-12-17,Transfer
TRX0000990,PTG00961,Joko Halim,2025-02-11,Transfer
TRX0000991,PTG00129,Amalia Marbun,2025-08-20,Tunai
TRX0000992,PTG00178,Ella Sitorus,2024-12-26,Transfer
TRX0000993,PTG00242,Mitra Wahyuni,2025-02-22,Tunai
TRX0000994,PTG00437,Dodo Iswahyudi,2024-11-20,Kartu Debit
TRX0000995,PTG00319,Fitria Nashiruddin,2025-04-12,Transfer
TRX0000996,PTG00739,Umaya Permata,2025-05-20,Transfer
TRX0000997,PTG00251,Betania Lestari,2025-03-03,Kartu Debit
TRX0000998,PTG00181,Shania Firmansyah,2025-03-12,Transfer
TRX0000999,PTG00311,Hilda Hassanah,2024-11-26,QRIS
TRX0001000,PTG00591,Gara Pudjiastuti,2025-06-15,Kartu Debit
