ID_Petugas,Nama_Petugas,Password,Nomor_Telp,Jabatan
PTG00611,Heryanto Hidayanto,767Gr_&5)g,(099) 086 7233,Kasir
PTG00612,Aswani Saptono,O4Qw6zpv_d,0822063186,Petugas Loket
PTG00613,"Tgk. Dewi Laksmiwati, S.Sos",@7(Y3JAeX%,+62-0239-193-2528,Supervisor
PTG00614,Timbul Usada,GWM7DUf0&7,+62 (0368) 681 1143,Kasir
PTG00615,Arsipatra Aryani,QB0&CdTw%j,(0902) 591-2046,Petugas Loket
PTG00616,Jarwa Narpati,xH@6BFRxY@,(0955) 192-4741,Kasir
PTG00617,Atma Kuswandari,_e3Moap*+w,+62-80-563-0829,Admin
PTG00618,Lutfan Ramadan,Mxo_(8Eq30,+62 (0852) 207-2019,Petugas Loket
PTG00619,Zulfa Damanik,Mr4c+EJrY(,+62-05-108-1948,Petugas Loket
PTG00620,"T. Nyana Mahendra, S.E.I",$3&2GB+w5e,+62 (391) 692 8091,Supervisor
PTG00621,"drg. Titin Widodo, S.H.",@6McZ3nFt%,(0008) 445 8015,Petugas Loket
PTG00622,"Safina Kuswoyo, M.Kom.",vs04)*EB@&,+62 (052) 552-3228,Admin
PTG00623,Gamani Mardhiyah,(ADO%ueOH3,+62 (011) 525-5862,Petugas Loket
PTG00624,Melinda Palastri,8&KR@56m(F,+62 (086) 142-2935,Petugas Loket
PTG00625,"Julia Sihombing, S.I.Kom",kEIBOWp*)2,+62 (0576) 274-5116,Admin
PTG00626,Kunthara Purnawati,^#hqaxSjo8,+62-476-128-9899,Kasir
PTG00627,"Ghaliyati Ardianto, M.Kom.",%6n6ZDxVMY,+62-878-852-8589,Kasir
PTG00628,dr. Kambali Yulianti,75UH8Ysy!@,+62 (0441) 076 9262,Admin
PTG00629,Suci Siregar,yEUd#J7D%3,(0996) 585 7837,Kasir
PTG00630,Lidya Widiastuti,Q(41#oMpKb,+62 (007) 883 6922,Petugas Loket
PTG00631,Dalimin Mardhiyah,sI^4wAhf4i,+62 (73) 551-4972,Petugas Loket
PTG00632,Rina Habibi,$2EkC#hEFd,(0413) 644-5947,Petugas Loket
PTG00633,"dr. Balapati Manullang, S.IP",9wHvh@I#(*,+62 (644) 685-3045,Petugas Loket
PTG00634,Janet Siregar,x3)5OiBeu4,+62-046-008-2369,Petugas Loket
PTG00635,Tantri Wijayanti,#6+TFS@aj#,+62 (020) 039-3449,Admin
PTG00636,Jagapati Fujiati,Gd725cFgp),+62-53-071-2260,Petugas Loket
PTG00637,"Cut Putri Mahendra, S.E.I",38U%9ToS(k,+62-228-012-6980,Kasir
PTG00638,Hana Agustina,U_+O6LmqZr,+62 (57) 378-7477,Admin
PTG00639,Dr. Elon Budiman,d80MZ$Kw*P,+62 (68) 092 8261,Kasir
PTG00640,"Syahrini Waluyo, S.T.",D@^Q7CAaQk,+62 (127) 983-1242,Petugas Loket
PTG00641,Ir. Gatra Prakasa,^&WyT7Cm4(,+62 (052) 077-1074,Petugas Loket
PTG00642,Edi Prasetyo,$RGdZ9&sy6,(0850) 205-0254,Supervisor
PTG00643,Dr. Elisa Utami,&z09MFbNZ$,+62 (974) 425 2694,Supervisor
PTG00644,"Martaka Marbun, S.Gz",(j31vkMjs%,(099) 768 1608,Petugas Loket
PTG00645,Jasmin Mandasari,al7XGJtV@%,+62 (0057) 445-0999,Kasir
PTG00646,dr. Danu Najmudin,B5g(Y&ht%l,(089) 859-3213,Admin
PTG00647,Yunita Permata,3m&d1Qv!ir,(0205) 548-2987,Kasir
PTG00648,"Dr. Saka Jailani, M.Ak",816fYA!z#L,(0214) 617-2758,Kasir
PTG00649,Rusman Saputra,JpoX2TLf^v,+62 (0134) 019-2936,Kasir
PTG00650,Muhammad Sitompul,Lb%dFF6w)6,+62-0656-115-6862,Kasir
PTG00651,"Diah Permadi, S.Gz",*60V5G)nZA,(0186) 244-7563,Admin
PTG00652,"Puti Wirda Jailani, S.E.I",dOoTGr$H_1,+62 (866) 356 5418,Supervisor
PTG00653,Catur Utami,_vtQFKku(8,+62 (88) 284-7052,Supervisor
PTG00654,Dimaz Hutapea,mR3MVhfh_3,(0786) 268 5272,Admin
PTG00655,drg. Okta Waluyo,PtL!3Ewa1R,+62-0562-327-7004,Admin
PTG00656,Gabriella Sirait,(%5MWs)Sml,+62 (546) 893 9770,Kasir
PTG00657,Ciaobella Jailani,&^kJkRrMR7,+62 (0484) 673-3229,Admin
PTG00658,"Puti Shakila Marpaung, S.Pd",Rt9!KrlXv(,+62 (0076) 089 5301,Supervisor
PTG00659,Warsa Hardiansyah,$qfP&S_43S,+62-080-153-3743,Petugas Loket
PTG00660,Latika Haryanti,L0i^2UXuF!,+62 (959) 955 0553,Petugas Loket
PTG00661,"Siti Wibisono, S.E.I",)E1osOYdd),088 216 5119,Petugas Loket
PTG00662,"Nyana Nashiruddin, S.Pt",%BPjkbNG57,+62 (0035) 321-2440,Kasir
PTG00663,"Tira Natsir, M.Farm",Zk661HmjE$,+62 (990) 047 9412,Supervisor
PTG00664,"Ir. Dasa Mangunsong, S.Psi",S%w63Axc7P,+62-996-276-8612,Petugas Loket
PTG00665,Halima Siregar,1jYrePz##d,089 088 8196,Kasir
PTG00666,"Hendri Sihombing, S.I.Kom",*#3D^4Bsfd,(067) 041-7103,Petugas Loket
PTG00667,"Pia Pratiwi, S.Pt",i9Bq1Qz@r),+62-71-487-6507,Admin
PTG00668,Jelita Mangunsong,^Fh7@EOhf&,(030) 667 0059,Admin
PTG00669,Tgk. Latika Riyanti,&Vz6d%OtB6,+62 (0086) 332 3430,Kasir
PTG00670,"KH. Halim Sirait, M.Pd",SQ4qJwW!*1,+62 (513) 919-6034,Kasir
PTG00671,R.M. Prayogo Prakasa,tSO&7YRr@7,+62 (846) 648-6741,Kasir
PTG00672,Gina Lestari,4@D02B)mAP,+62 (81) 436-1168,Kasir
PTG00673,Devi Jailani,q^%06AgDYG,083 684 3771,Petugas Loket
PTG00674,Yani Dongoran,8$4DTbv#5Z,+62 (72) 386 9742,Kasir
PTG00675,"Cinthia Yulianti, M.M.",+zaqMCcLy3,(050) 811-3640,Kasir
PTG00676,Endra Nuraini,1_4MRiluCa,+62 (449) 669-5421,Kasir
PTG00677,"Umi Kusmawati, S.I.Kom",0!!2Prrk%&,+62 (0592) 351-6383,Admin
PTG00678,"R. Lintang Setiawan, M.TI.",c)$&!7Wce9,+62-0049-484-1423,Supervisor
PTG00679,Tania Tampubolon,30#M8Guz)3,(0711) 588 2187,Admin
PTG00680,Mursita Nurdiyanti,v4UCI^v7)x,+62-097-542-4738,Admin
PTG00681,Ir. Prakosa Sirait,z+2HopL%Tr,+62 (18) 082-2679,Admin
PTG00682,Cut Raisa Wasita,@S6fNzxZ_%,+62 (000) 370-9070,Supervisor
PTG00683,"Sutan Jinawi Nurdiyanti, S.Gz",IeiYx4#l(8,084 926 7487,Supervisor
PTG00684,"drg. Silvia Nugroho, M.Ak",l5BDB)Mp&j,+62 (0779) 500 3452,Admin
PTG00685,"R.M. Aswani Nashiruddin, S.Farm",#)gbTDwhK6,+62-063-516-8522,Kasir
PTG00686,Nadia Wacana,)e7LUydlo+,(0633) 422-8562,Admin
PTG00687,"KH. Karma Pradipta, M.M.",#CU*P4Mi3v,+62 (34) 037 0433,Admin
PTG00688,Tirta Napitupulu,_l31Ui&uOS,(0198) 517 6968,Admin
PTG00689,Tugiman Yolanda,_E6nJFlR4X,+62 (327) 396 8859,Supervisor
PTG00690,Eluh Mustofa,(#8GWucQ43,+62 (098) 596-5510,Admin
PTG00691,Gamblang Anggriawan,aHbNZ4xI&6,+62 (89) 591 0385,Petugas Loket
PTG00692,Galak Maulana,*Ei5FeUy46,+62-895-546-5653,Admin
PTG00693,Jarwadi Hakim,$g(bg7GbFc,+62-223-487-4939,Admin
PTG00694,Irsad Widiastuti,U#&S0fZd3p,0893785954,Petugas Loket
PTG00695,Jayadi Astuti,WOt!9VaaT@,(069) 447-3387,Admin
PTG00696,"Dr. Teguh Hakim, S.Psi",aGD8SKla#&,+62-0450-968-5938,Admin
PTG00697,Harto Manullang,5PU5Belw+u,(095) 212 1560,Admin
PTG00698,"R.A. Ophelia Hartati, S.Pt",3qJ98sRbN!,+62 (016) 122-1503,Kasir
PTG00699,"Ratih Zulaika, S.Sos",ke5LZr$kA+,0866013855,Kasir
PTG00700,"Ade Dongoran, S.E.",p5*q#Z9E)x,(019) 499 9136,Kasir
PTG00701,"Purwanto Wahyudin, S.Gz",^ml4DIKs5O,+62 (93) 285 0719,Petugas Loket
PTG00702,Chelsea Mangunsong,^)U3)Gve7b,088 562 7480,Admin
PTG00703,Lalita Kurniawan,y2N4%GzF@B,+62-018-112-3993,Admin
PTG00704,Asmuni Najmudin,xSf_J+(9^5,(019) 680 4505,Kasir
PTG00705,Bakidin Haryanto,#zH8*cG!0k,(0140) 834-6954,Petugas Loket
PTG00706,Padmi Thamrin,coCAPs)v!6,+62-074-294-1429,Petugas Loket
PTG00707,"Agus Siregar, M.Ak",^7oUYoIG&W,(047) 286 1746,Petugas Loket
PTG00708,Tgk. Lamar Budiman,lw6iEitK#A,0896701656,Kasir
PTG00709,Salman Mandasari,$%+7wVj__1,+62-008-589-4961,Kasir
PTG00710,Elvina Kurniawan,^YtKCy1(80,+62 (0232) 210-9129,Admin
PTG00711,Hana Prasetyo,tZ^ZlRki+1,+62 (40) 211 6823,Admin
PTG00712,Darimin Lestari,QPaxlTVx)9,+62-558-774-5263,Admin
PTG00713,"H. Eja Mardhiyah, M.TI.",2OGB9xZ2(s,+62-034-553-8828,Kasir
PTG00714,Endah Ardianto,%t7RRMApnL,+62-136-859-3152,Kasir
PTG00715,Dian Kuswoyo,ev0w4Pjl&_,+62 (0574) 433-1997,Petugas Loket
PTG00716,Rosman Maheswara,mrk5HJXh@_,+62 (858) 618-8817,Kasir
PTG00717,dr. Asmadi Mustofa,+@5StQO9qs,+62 (480) 704 7314,Admin
PTG00718,"Unjani Novitasari, S.Kom",&f8!@HOjiH,+62 (82) 128-2193,Admin
PTG00719,"Drs. Lidya Nasyiah, S.E.",*)ZkW2iAj8,(066) 048 5312,Kasir
PTG00720,Dono Yolanda,%3KTqQApK*,(037) 817 0483,Supervisor
PTG00721,"dr. Dono Utami, M.TI.",fWu1mlen7@,+62-636-597-2767,Petugas Loket
PTG00722,Putri Lailasari,7kL3s&7W*4,(072) 339-9076,Kasir
PTG00723,Galih Dabukke,!1AxC12xOc,+62 (008) 616 4790,Supervisor
PTG00724,Zalindra Utami,_tSa@LcGb9,+62 (002) 372-6432,Admin
PTG00725,Galih Melani,&s9SMbhotK,+62 (015) 491-7732,Kasir
PTG00726,"Zalindra Zulkarnain, S.Ked",ISR6SQkh)W,(0943) 364-4702,Petugas Loket
PTG00727,Farah Maryadi,JPqV6lgva*,+62 (534) 745-0240,Supervisor
PTG00728,"Tgk. Dimas Handayani, M.Kom.",98nQUaZ7#5,(0805) 383-3856,Supervisor
PTG00729,R.A. Fitria Sudiati,@3QdNtNL%l,(032) 405 1026,Kasir
PTG00730,Padma Pradana,(27U8JszwH,(0399) 741-5920,Kasir
PTG00731,"Vanya Permata, S.Pd",1O$C(qCa@0,+62-306-144-3575,Supervisor
PTG00732,Tiara Kusmawati,@lDiZ9Gk(H,(0071) 812-9236,Admin
PTG00733,Setya Pratama,16WVxxEg)t,+62 (807) 910 6510,Petugas Loket
PTG00734,"drg. Hasna Gunarto, M.Kom.",icA!77QgQi,+62 (0044) 927-2809,Admin
PTG00735,Dacin Lazuardi,*kl6Q&OQ8h,+62 (930) 320 7560,Supervisor
PTG00736,"dr. Eva Anggraini, M.Ak",E30D)xaH2),(054) 030 7991,Admin
PTG00737,"Tgk. Endra Halim, S.E.",7_GX3Tf!_2,082 048 1093,Kasir
PTG00738,Upik Situmorang,L8EJNw3m%+,+62 (182) 723-8264,Supervisor
PTG00739,"R. Rini Thamrin, S.IP",F5IRQflD(F,+62 (448) 761 5048,Petugas Loket
PTG00740,T. Lanang Latupono,P_6X9aCK+5,081 082 2775,Petugas Loket
PTG00741,Melinda Hartati,_qFP(4Lig7,+62-70-455-9484,Admin
PTG00742,drg. Malika Saptono,)c+J1(NnD#,+62-64-122-7276,Admin
PTG00743,Faizah Haryanto,Y85umDwET%,+62 (068) 335-7668,Petugas Loket
PTG00744,Kurnia Suryatmi,h^0i$JNFCz,(0933) 686 0931,Supervisor
PTG00745,"Maman Andriani, S.Gz",(Z9QFkqW&F,+62 (0009) 333-9637,Admin
PTG00746,Cut Fitria Adriansyah,Z_v3%RRrwL,+62 (0208) 348 1242,Supervisor
PTG00747,"Vivi Waskita, S.Farm",fI87MTIei%,+62 (818) 774 4992,Petugas Loket
PTG00748,Kayla Novitasari,GX1Ji6lCK*,+62-26-908-9649,Supervisor
PTG00749,Kayla Andriani,aR8Uk5Cd__,+62 (03) 733-7840,Petugas Loket
PTG00750,Samiah Haryanto,uezxO8Np$G,(080) 055 1267,Supervisor
PTG00751,"Irwan Rajata, S.T.",t4GInK26)$,(074) 715-2035,Kasir
PTG00752,Laswi Permata,ba9Ql5BpB@,087 663 2790,Supervisor
PTG00753,"T. Cagak Pranowo, S.Kom",$ylX1A$m)(,(059) 905-2702,Petugas Loket
PTG00754,Raisa Safitri,&1yD$z!Ngg,(010) 922-1689,Supervisor
PTG00755,Irma Sirait,$57$6Dj6&I,+62-0361-655-8062,Kasir
PTG00756,Mutia Simbolon,L_%5Y5En^!,+62-069-057-1121,Admin
PTG00757,"Putri Iswahyudi, S.Sos",1zl19Gu@q*,(057) 079-4321,Supervisor
PTG00758,"Paris Pradana, S.Gz",c4RCFm(@#A,080 510 9334,Petugas Loket
PTG00759,Vicky Utama,3+B3HAnq!m,(0702) 170 4701,Kasir
PTG00760,"R. Jasmin Oktaviani, S.E.",mG&Zo3RuW(,+62-0930-105-5916,Admin
PTG00761,Drs. Fitriani Prayoga,3r1OPs7AG+,+62-570-765-0946,Supervisor
PTG00762,Tedi Budiman,k8fLUmUi*n,+62 (009) 360-9194,Admin
PTG00763,"Ir. Ade Puspita, S.Pt",_7OIB@ubbQ,(0268) 211 9569,Supervisor
PTG00764,Ina Fujiati,Z!E7TOg0#q,+62-0974-892-5007,Supervisor
PTG00765,Cici Anggraini,QZ14ZgOxP*,+62 (995) 843-8356,Admin
PTG00766,Ir. Rika Halimah,jLX2G6e)G@,+62-530-313-8783,Admin
PTG00767,Galur Yuniar,l8N5ECJq&b,+62 (028) 269-9345,Kasir
PTG00768,Jabal Pradipta,)4KMJZ!ea2,+62 (074) 312 4345,Supervisor
PTG00769,Gara Prayoga,CEp_x1Cwg(,+62 (94) 339-1686,Supervisor
PTG00770,"Dr. Agnes Nurdiyanti, M.Pd",U8j5A7*m%^,+62 (492) 101-8188,Admin
PTG00771,"Luwes Agustina, M.Ak",)1VFxGRer^,+62-475-601-6426,Kasir
PTG00772,Gada Sitorus,^4)5NkYf_6,(0343) 466 0954,Admin
PTG00773,Silvia Hardiansyah,+0NpbKzEGC,+62 (24) 175-6168,Petugas Loket
PTG00774,Utama Sudiati,nvwC)I2H^6,+62 (658) 179 1578,Kasir
PTG00775,Karya Halim,x50mFZ*8+t,+62 (038) 569 9391,Petugas Loket
PTG00776,Zulaikha Narpati,tnm#EraX&5,088 665 9481,Kasir
PTG00777,"Puput Maulana, M.M.",a#9DwhB8Z),0801130852,Supervisor
PTG00778,Baktiono Tamba,r&86e!Yfqu,+62-0202-534-2386,Admin
PTG00779,Wirda Gunarto,*)t27vMaOe,0877210752,Kasir
PTG00780,"T. Saiful Habibi, S.Ked",rF$c3Webt8,+62 (65) 416-8939,Supervisor
PTG00781,Jayeng Fujiati,B13*SkSr+2,080 704 2357,Supervisor
PTG00782,"Ir. Daru Hutapea, M.TI.",)mfcVLas9M,0849499963,Petugas Loket
PTG00783,"Tgk. Jaga Waluyo, M.TI.",^y6CUEj78&,+62-305-915-4196,Petugas Loket
PTG00784,Maryanto Thamrin,@1*5At4hg!,(0372) 234-2678,Supervisor
PTG00785,"KH. Jaka Gunarto, S.Kom",n(_K2GmuU5,+62 (012) 759-6373,Petugas Loket
PTG00786,Bakianto Samosir,)dPH5mgC3r,080 364 8510,Supervisor
PTG00787,Cager Hidayat,e(2Jcx%YMK,(0032) 043-4743,Supervisor
PTG00788,"Farhunnisa Samosir, S.Pd",Eql91BYn)#,+62 (07) 223 9567,Supervisor
PTG00789,Maryadi Hutasoit,^*irT6ZyoL,+62-877-123-9818,Petugas Loket
PTG00790,R.A. Raisa Hasanah,P_82BDPil&,0880796403,Kasir
PTG00791,"Mahesa Kurniawan, S.I.Kom",Xt5Qk5G_E*,(0195) 406 3856,Supervisor
PTG00792,Ajeng Mandala,!2T87UEcfh,089 677 8889,Admin
PTG00793,Margana Mansur,L@0uXhbi^),(0578) 041 0486,Admin
PTG00794,Novi Hutapea,(6iAwOdiI&,(0033) 257 0443,Petugas Loket
PTG00795,"KH. Alambana Hariyah, S.H.",#RzMv6mc4Z,+62 (077) 998-9924,Supervisor
PTG00796,Zaenab Pertiwi,8#*v4Oay66,081 275 9170,Supervisor
PTG00797,Dipa Saputra,f$7IMgmxc3,+62 (015) 411-1902,Kasir
PTG00798,Harjasa Anggriawan,HV$1qHyx*p,+62 (0256) 116 1599,Kasir
PTG00799,"Rahmi Saragih, S.T.",+RNC3zzBx2,0814994023,Admin
PTG00800,Dagel Situmorang,(PdwgSqh5C,+62 (097) 354 4252,Admin
PTG00801,Tiara Kusmawati,9tP7V#il*7,+62 (0862) 755-3779,Admin
PTG00802,Panji Purwanti,^V_Uo@zEl4,+62 (060) 993 2470,Admin
PTG00803,Padmi Megantara,vkeLvH%)&2,084 427 8952,Supervisor
PTG00804,"Wahyu Prasasta, S.Farm",U@7SWhEiog,+62 (074) 271-8322,Admin
PTG00805,"Estiono Dongoran, S.E.",p$9*IGmi8#,0863811050,Kasir
PTG00806,Nugraha Mustofa,Na(D9kFbwK,+62-935-433-7327,Supervisor
PTG00807,Sutan Lulut Andriani,nD$_!Fc7+9,+62-715-573-1052,Petugas Loket
PTG00808,Kurnia Purnawati,L(3z$YoroC,+62-414-850-2759,Kasir
PTG00809,"Radit Dongoran, M.TI.",@W#6Rw&+hQ,+62 (960) 233 1599,Petugas Loket
PTG00810,H. Jaiman Tampubolon,@70@vL%o!W,+62 (41) 300-7886,Admin
PTG00811,Sadina Tampubolon,cDz7K*k9n(,(027) 286 5181,Admin
PTG00812,Vivi Mansur,aha4Zct_O!,(067) 407-8869,Supervisor
PTG00813,H. Rafi Tarihoran,Xw&OmKZi(5,+62 (377) 012 4931,Supervisor
PTG00814,Ulya Santoso,u96vSQ!e^2,+62 (692) 692-0327,Kasir
PTG00815,Yoga Siregar,Gl11pESDa*,+62 (42) 566 0098,Petugas Loket
PTG00816,"H. Sabar Adriansyah, S.Psi",a$Gns7my*8,+62 (684) 997 7070,Supervisor
PTG00817,Aurora Dongoran,nk64Mkd^*O,(0163) 876 2157,Supervisor
PTG00818,"Nurul Sihombing, S.Ked",n+)5IfA8Ol,088 726 3492,Petugas Loket
PTG00819,Mahesa Marpaung,#3Whm+Bk@d,+62 (0484) 567-7154,Petugas Loket
PTG00820,Oskar Hariyah,9IV5_6MaFa,(0608) 520-8529,Admin
PTG00821,Ira Sitompul,^92QCVpzMA,+62 (085) 069 2987,Admin
PTG00822,"Ir. Daru Yuliarti, M.TI.",G4ABJV6l&b,+62-0301-118-4065,Supervisor
PTG00823,Olivia Nasyidah,B)95HQ8p^6,+62 (079) 838 7135,Admin
PTG00824,Lala Anggraini,)l6lEHvb^a,+62 (099) 916-2469,Supervisor
PTG00825,Siska Halimah,&Sv9JpngV2,+62-27-190-9520,Supervisor
PTG00826,Kayun Wijayanti,*p2^D8ek0A,+62 (065) 663-3935,Petugas Loket
PTG00827,Karman Mangunsong,G3X&e5ZB%W,+62-024-843-5074,Supervisor
PTG00828,Amalia Rahimah,$FvTk@7qu3,0823532773,Supervisor
PTG00829,Maya Thamrin,%^E4COm9v1,+62-929-427-0215,Supervisor
PTG00830,Warji Yuniar,ZIK3pRXhP@,+62 (99) 037 1912,Admin
PTG00831,Jelita Rahimah,$MuwlWzJb9,+62 (000) 443 6436,Admin
PTG00832,Icha Ramadan,Tk26+iXy$Y,+62-0527-808-7857,Kasir
PTG00833,Asman Suartini,F#$$$3RyQp,+62 (861) 728-4703,Petugas Loket
PTG00834,Ika Andriani,emE_3Hf9m%,+62 (075) 735-1851,Kasir
PTG00835,"H. Saiful Mandasari, S.Sos",mE)6ILuwt4,+62 (96) 484-2109,Supervisor
PTG00836,Cengkal Mahendra,DN^1XLiNI8,+62-029-708-1372,Supervisor
PTG00837,Lantar Purwanti,jE1BA2tWF#,0840769539,Kasir
PTG00838,Viman Palastri,z9OLG$vP*8,+62-0609-438-6825,Petugas Loket
PTG00839,"Anita Nuraini, S.Psi",kJ^9FTokt_,(089) 270-4723,Supervisor
PTG00840,"Ir. Maman Permadi, S.T.",H$4wWhNn_P,+62 (44) 940-3951,Supervisor
PTG00841,dr. Luthfi Sinaga,A$T&15Hv#H,+62 (023) 779 3980,Admin
PTG00842,Prayoga Wulandari,^#P2ZYa*+^,+62-98-212-7023,Supervisor
PTG00843,Kunthara Riyanti,&FD@o6bbZ7,(053) 244 8343,Supervisor
PTG00844,"Dr. Upik Laksmiwati, S.IP",1AK(j%eS^N,+62-009-380-8349,Supervisor
PTG00845,"Balijan Nugroho, S.Kom",c@#q31Mvch,+62 (02) 131 1679,Kasir
PTG00846,Tari Siregar,0GX*iHg(#8,+62-25-153-8642,Admin
PTG00847,Maimunah Pradipta,X2NFv3p8!b,+62 (0105) 075 5084,Supervisor
PTG00848,Tgk. Carub Pudjiastuti,%jPK6$Po4@,+62 (835) 501 7272,Petugas Loket
PTG00849,Syahrini Riyanti,*T(3X)e&+n,(080) 199 0502,Supervisor
PTG00850,Azalea Wacana,Me8wlfCv^1,0863124079,Supervisor
PTG00851,Gaiman Usada,v%a(%)Vc88,+62 (249) 601 7092,Petugas Loket
PTG00852,"R. Ihsan Anggraini, S.Pd",i#^1TPyoAP,+62 (09) 592 8489,Petugas Loket
PTG00853,drg. Purwanto Prakasa,^wXPfYDMc8,086 639 8464,Petugas Loket
PTG00854,T. Emas Mansur,TB_7DeHsSa,+62 (334) 062 0166,Admin
PTG00855,Dipa Saputra,q&1Irywq!0,+62-570-444-5514,Admin
PTG00856,Emong Siregar,M7#1CNdi^T,081 512 9116,Admin
PTG00857,Umi Lestari,a9VrzFKi_9,+62 (053) 007-5145,Kasir
PTG00858,"Bahuraksa Nuraini, S.H.",t7SwfT7g%@,(043) 786 2430,Petugas Loket
PTG00859,"Hj. Belinda Santoso, S.Farm",h6NFqY5x!*,+62-065-061-4715,Petugas Loket
PTG00860,Cut Ciaobella Kurniawan,f25A6$eN#m,+62 (020) 861-4984,Admin
PTG00861,Hardana Firgantoro,*W9xM7y%%&,(0372) 386-1595,Petugas Loket
PTG00862,Karja Sinaga,+yad3WOtP9,(0983) 676-0741,Supervisor
PTG00863,Gading Rahmawati,b*98oIxD$g,(060) 963 5476,Admin
PTG00864,Umaya Laksita,&&1GZfo9*^,+62 (0085) 935-6535,Supervisor
PTG00865,Rama Saefullah,LgV3Psuy_B,+62 (251) 225-8467,Petugas Loket
PTG00866,"Drs. Surya Uyainah, S.Gz",jp7ZY0kco@,(0499) 902-0385,Petugas Loket
PTG00867,Ani Farida,i0eR8igM!n,(0635) 294-6142,Supervisor
PTG00868,"Maya Marbun, S.Ked",_H07IQlQ1%,+62-380-419-1716,Petugas Loket
PTG00869,Dipa Pangestu,mB&36aqq1+,0880210936,Admin
PTG00870,Tari Zulkarnain,L7DwFZAX*o,+62 (0351) 102 6939,Kasir
PTG00871,Kasiyah Putra,0_d1wRFt$y,+62-26-406-2606,Kasir
PTG00872,Intan Kurniawan,AP1Xvywj6^,+62-029-406-9572,Kasir
PTG00873,Eli Widiastuti,lxP3H(F1!2,+62 (165) 991-9456,Petugas Loket
PTG00874,"Emil Salahudin, S.Farm",n!7x5Eyh%F,+62-18-977-9501,Admin
PTG00875,"Gada Waluyo, M.M.",!9iVsgty%d,+62 (0603) 161 3407,Admin
PTG00876,Ir. Dian Irawan,B1DZf4Lp&T,+62 (050) 668 8155,Petugas Loket
PTG00877,"Nadia Kusumo, S.Psi",^nTVAV5v56,(011) 339-5632,Admin
PTG00878,Elon Wahyudin,HHV&_eEl@8,+62 (0879) 896-3196,Petugas Loket
PTG00879,Asmianto Situmorang,#7Un1imbJ),+62 (0690) 176-3191,Kasir
PTG00880,Drs. Zelda Anggraini,@Qb$G7VuID,+62 (0298) 410-4003,Admin
PTG00881,"R. Nadine Putra, S.Ked",Q2JdGhyc$D,+62-38-069-5862,Petugas Loket
PTG00882,"Bagas Purwanti, S.Psi",&uP1WWd3G$,(0281) 326-5984,Admin
PTG00883,Ajeng Nababan,f$7Tb4EDcb,+62 (275) 671 9503,Supervisor
PTG00884,Hairyanto Waskita,L%RjCbp9(7,+62-0882-015-1497,Supervisor
PTG00885,Najwa Zulkarnain,H%pKo9C0)h,+62 (0902) 948 4943,Supervisor
PTG00886,"Simon Rajasa, S.Psi",*nrtRZY@g7,+62 (678) 323-9593,Petugas Loket
PTG00887,Yani Budiman,@Z9YTC5jRR,+62-881-120-9966,Admin
PTG00888,"Dr. Maria Prasetya, M.M.",#964s0Gu*Y,+62 (0396) 770-5467,Supervisor
PTG00889,Limar Prasasta,@VgDzIxO6f,0810253129,Admin
PTG00890,"R.M. Indra Andriani, S.E.I",^4#C$@&y)P,+62-007-388-5467,Petugas Loket
PTG00891,"H. Daru Usamah, S.Pd",o75UxTJhU+,083 213 0542,Supervisor
PTG00892,"Kemba Uyainah, S.T.",^u2aLEAhU_,+62 (979) 990 3238,Supervisor
PTG00893,H. Ikin Wastuti,&YnMnvsns7,(0838) 744-3081,Petugas Loket
PTG00894,Sutan Hasim Permadi,Y9meVg50#),+62 (033) 117-8605,Admin
PTG00895,Yance Hassanah,&zjm7Pic%+,+62 (892) 303-6067,Supervisor
PTG00896,Paris Laksmiwati,7Wb0@9UfHU,+62 (045) 375-2574,Admin
PTG00897,"T. Mustika Maryati, M.Pd",JoW#e5Exum,+62-0851-576-4670,Kasir
PTG00898,"Gading Halim, S.Farm",(gz0TKr1NP,+62 (633) 389-2349,Petugas Loket
PTG00899,Dina Setiawan,^p^7BvZkR!,+62 (061) 862 8697,Supervisor
PTG00900,"Hafshah Laksmiwati, S.Farm",Mu2G8TKq1+,+62 (94) 123-2806,Petugas Loket
PTG00901,Gantar Permadi,_98IxR0RRu,+62-035-630-3282,Kasir
PTG00902,Nabila Nainggolan,A^4TGaJkVK,+62-086-286-8564,Petugas Loket
PTG00903,"Danu Salahudin, M.M.",QqR&0oVvWa,(031) 633 0846,Petugas Loket
PTG00904,Baktiono Halimah,iE36B$q9r#,+62 (0303) 101 6636,Supervisor
PTG00905,Elma Megantara,(4!ZLtpFkU,086 106 6002,Kasir
PTG00906,"drg. Agnes Sihombing, S.Farm",)0CPU*dGms,(078) 845 7321,Supervisor
PTG00907,Kamaria Hakim,jUEgog^^#4,+62-23-050-6671,Admin
PTG00908,Puput Sirait,jOVLgEg%$3,+62 (20) 288-1520,Kasir
PTG00909,Drs. Satya Zulaika,qS2DoJC$C^,+62 (039) 430 3250,Petugas Loket
PTG00910,"Usyi Narpati, M.Kom.",k55%9Mexc5,+62 (0285) 803 3086,Petugas Loket
PTG00911,"Dodo Kuswoyo, S.Pd",(6$B@Uh8bh,+62 (182) 377 2109,Admin
PTG00912,Jayadi Ramadan,dUdM4Ps#%E,(0374) 496-6607,Petugas Loket
PTG00913,Darmaji Wijaya,okY_Tj2Q&0,+62 (0043) 935-1602,Supervisor
