ID_Transaksi,ID_Petugas,Nama_Pembeli,Tgl_Transaksi,Metode_Transaksi
TRX0004624,PTG09514,Kasiyah Nainggolan,2025-04-10,Tunai
TRX0004625,PTG05817,"Ilsa Dabukke, S.Gz",2024-11-02,Tunai
TRX0004626,PTG06108,Betania Budiman,2025-08-04,QRIS
TRX0004627,PTG08472,Ade Utami,2025-07-17,Transfer
TRX0004628,PTG06111,Sutan Panji Safitri,2024-10-30,Tunai
TRX0004629,PTG03031,Cengkal Manullang,2025-01-01,Tunai
TRX0004630,PTG03058,Puti Lidya Suartini,2025-02-14,Kartu Debit
TRX0004631,PTG02683,Vanesa Pudjiastuti,2025-08-24,QRIS
TRX0004632,PTG08307,Ir. Edison Hutagalung,2024-10-19,Tunai
TRX0004633,PTG01192,Empluk Yuniar,2025-03-19,QRIS
TRX0004634,PTG01737,Adikara Mandala,2025-05-30,Kartu Debit
TRX0004635,PTG08428,dr. Lembah Suryatmi,2025-03-20,QRIS
TRX0004636,PTG00609,Carub Ardianto,2025-09-30,Kartu Debit
TRX0004637,PTG05734,"Icha Hutasoit, S.IP",2025-02-10,Kartu Debit
TRX0004638,PTG03105,Anita Hasanah,2024-12-06,Tunai
TRX0004639,PTG03762,"Ade Wahyuni, S.H.",2025-04-22,Transfer
TRX0004640,PTG08813,R. Bakiman Wahyuni,2024-10-19,QRIS
TRX0004641,PTG01450,"Sakura Padmasari, S.Ked",2024-11-08,QRIS
TRX0004642,PTG06141,Halima Wulandari,2024-12-15,Transfer
TRX0004643,PTG09245,Najwa Habibi,2024-11-05,Kartu Debit
TRX0004644,PTG04341,R. Mustofa Purwanti,2025-08-17,Transfer
TRX0004645,PTG08526,"Mahfud Saptono, S.Gz",2025-01-21,Kartu Debit
TRX0004646,PTG06737,"Kenes Ardianto, S.Pd",2024-10-23,Kartu Debit
TRX0004647,PTG07671,Cakrabirawa Siregar,2025-08-12,Tunai
TRX0004648,PTG09888,Lala Widiastuti,2025-03-21,Tunai
TRX0004649,PTG02847,"Farah Hassanah, S.IP",2025-04-19,Transfer
TRX0004650,PTG03084,"Vivi Putra, S.T.",2024-10-23,Kartu Debit
TRX0004651,PTG09183,"R.M. Respati Usada, S.Farm",2025-08-03,Transfer
TRX0004652,PTG09048,Harjo Yolanda,2025-10-04,Kartu Debit
TRX0004653,PTG08690,Kasiran Mardhiyah,2025-03-21,Tunai
TRX0004654,PTG08966,Wulan Uyainah,2025-02-20,Kartu Debit
TRX0004655,PTG00409,Almira Simbolon,2025-06-04,Kartu Debit
TRX0004656,PTG09547,Widya Purwanti,2025-02-28,QRIS
TRX0004657,PTG08050,Tami Mandasari,2025-10-08,Transfer
TRX0004658,PTG00884,"T. Banara Salahudin, S.E.I",2025-07-19,QRIS
TRX0004659,PTG02177,Ilsa Widodo,2025-06-17,Tunai
TRX0004660,PTG08099,Galur Ramadan,2025-06-04,Kartu Debit
TRX0004661,PTG05769,Wakiman Zulkarnain,2025-01-28,Tunai
TRX0004662,PTG08835,Lanjar Jailani,2024-12-15,Kartu Debit
TRX0004663,PTG03770,Elisa Puspita,2025-07-13,Transfer
TRX0004664,PTG08150,"Sadina Riyanti, S.E.",2024-11-02,Kartu Debit
TRX0004665,PTG06524,Galak Halimah,2025-07-28,QRIS
TRX0004666,PTG03083,"drg. Malika Waluyo, S.IP",2025-05-28,Tunai
TRX0004667,PTG01782,Samiah Salahudin,2025-04-24,Transfer
TRX0004668,PTG04703,Nurul Rajasa,2025-07-27,Tunai
TRX0004669,PTG08894,Eli Suartini,2025-02-27,Kartu Debit
TRX0004670,PTG00096,Rahayu Suwarno,2024-11-29,QRIS
TRX0004671,PTG04023,Tantri Nababan,2025-01-06,Kartu Debit
TRX0004672,PTG06816,R.M. Harsaya Dabukke,2025-06-29,QRIS
TRX0004673,PTG08088,Simon Setiawan,2025-06-17,Tunai
TRX0004674,PTG04654,Ismail Sihotang,2025-01-15,Tunai
TRX0004675,PTG01728,Dr. Ade Andriani,2025-06-04,QRIS
TRX0004676,PTG03723,"Mahdi Kusumo, S.T.",2024-10-30,QRIS
TRX0004677,PTG06944,"Dr. Ihsan Handayani, S.I.Kom",2025-01-29,QRIS
TRX0004678,PTG02059,Rina Simanjuntak,2024-11-10,Transfer
TRX0004679,PTG01185,Kayun Usada,2025-08-19,Kartu Debit
TRX0004680,PTG04209,"Ir. Gandi Jailani, M.Ak",2025-05-30,Transfer
TRX0004681,PTG02003,Indra Prastuti,2025-07-13,Kartu Debit
TRX0004682,PTG03976,Natalia Nugroho,2025-06-12,QRIS
TRX0004683,PTG06522,Eli Maulana,2024-11-15,Tunai
TRX0004684,PTG00159,Salwa Winarsih,2025-08-15,Kartu Debit
TRX0004685,PTG05234,Jaiman Salahudin,2025-09-02,Kartu Debit
TRX0004686,PTG00396,Oskar Kuswandari,2025-04-02,Kartu Debit
TRX0004687,PTG08800,Paramita Mustofa,2024-11-20,Kartu Debit
TRX0004688,PTG03880,Paiman Sirait,2025-02-23,Tunai
TRX0004689,PTG02728,"Nova Wibowo, S.Psi",2025-06-08,QRIS
TRX0004690,PTG00580,Kezia Hasanah,2025-01-21,QRIS
TRX0004691,PTG07864,"drg. Eja Usada, M.TI.",2025-04-02,Transfer
TRX0004692,PTG06318,Raina Zulkarnain,2025-04-05,Transfer
TRX0004693,PTG04411,Ratna Suwarno,2025-09-09,Transfer
TRX0004694,PTG07741,"Cinthia Winarsih, S.IP",2025-05-05,QRIS
TRX0004695,PTG01432,Hj. Padma Haryanti,2024-12-24,Kartu Debit
TRX0004696,PTG00856,"R. Heryanto Mustofa, M.M.",2025-06-09,Kartu Debit
TRX0004697,PTG01078,Oliva Halimah,2025-03-01,QRIS
TRX0004698,PTG00759,Natalia Narpati,2025-05-05,Transfer
TRX0004699,PTG05370,Mujur Marbun,2025-08-28,Tunai
TRX0004700,PTG09621,Dr. Irma Halim,2025-07-31,QRIS
TRX0004701,PTG07386,Padmi Lestari,2025-08-07,Transfer
TRX0004702,PTG00618,Yuliana Maheswara,2025-04-03,Tunai
TRX0004703,PTG07762,"Hj. Mila Maulana, S.T.",2024-10-23,QRIS
TRX0004704,PTG06748,"H. Radika Zulaika, S.I.Kom",2025-06-15,QRIS
TRX0004705,PTG02175,Icha Najmudin,2025-09-01,QRIS
TRX0004706,PTG08525,Prakosa Pradana,2024-12-15,Transfer
TRX0004707,PTG04903,Jono Andriani,2024-12-26,Transfer
TRX0004708,PTG01400,"Kani Sinaga, M.TI.",2025-06-28,Tunai
TRX0004709,PTG05071,Jane Prabowo,2024-11-17,QRIS
TRX0004710,PTG00273,Opung Nurdiyanti,2025-05-21,Kartu Debit
TRX0004711,PTG05075,Gamani Rahmawati,2025-02-05,QRIS
TRX0004712,PTG03824,"Drs. Mala Narpati, S.I.Kom",2025-06-12,Transfer
TRX0004713,PTG04908,"Warta Puspita, M.Ak",2025-03-05,QRIS
TRX0004714,PTG06679,Azalea Kusumo,2024-11-13,Transfer
TRX0004715,PTG04523,Bakianto Marpaung,2025-07-21,Tunai
TRX0004716,PTG01685,"Drs. Natalia Hidayanto, M.TI.",2025-10-01,Transfer
TRX0004717,PTG08471,"Cager Susanti, M.Ak",2024-11-23,QRIS
TRX0004718,PTG09831,Cawuk Mahendra,2024-12-23,Kartu Debit
TRX0004719,PTG04305,Salimah Hastuti,2024-11-17,Kartu Debit
TRX0004720,PTG08647,Tasdik Uwais,2024-11-22,QRIS
TRX0004721,PTG08535,"R.M. Leo Mustofa, S.Psi",2024-12-03,Tunai
TRX0004722,PTG08317,"Sutan Harjaya Kusumo, S.Farm",2025-02-02,QRIS
TRX0004723,PTG02246,"R. Luhung Maulana, S.T.",2025-08-07,Transfer
TRX0004724,PTG08912,"Ir. Unggul Pratama, M.TI.",2025-06-22,Transfer
TRX0004725,PTG04937,Ir. Nalar Laksita,2024-11-29,Kartu Debit
TRX0004726,PTG04801,Tiara Purnawati,2024-12-15,Transfer
TRX0004727,PTG02330,Latika Nainggolan,2025-04-18,Transfer
TRX0004728,PTG06755,Maryadi Hidayanto,2024-11-24,Transfer
TRX0004729,PTG08309,"Dr. Heryanto Suartini, M.Ak",2025-10-15,Transfer
TRX0004730,PTG05134,"Cut Uchita Yolanda, M.M.",2025-08-12,QRIS
TRX0004731,PTG05391,"Tgk. Diana Hardiansyah, S.T.",2024-10-28,Tunai
TRX0004732,PTG01579,Drs. Kenes Budiyanto,2025-09-16,QRIS
TRX0004733,PTG00525,"Puti Maimunah Melani, S.IP",2025-09-28,Kartu Debit
TRX0004734,PTG08555,Ana Sihotang,2025-05-22,QRIS
TRX0004735,PTG00861,Tgk. Agnes Mayasari,2025-05-19,Tunai
TRX0004736,PTG00077,"Ir. Halima Zulaika, S.Kom",2025-04-30,Kartu Debit
TRX0004737,PTG07765,"KH. Darmaji Nugroho, S.Pt",2024-11-24,QRIS
TRX0004738,PTG07649,Dr. Dartono Iswahyudi,2024-11-27,Tunai
TRX0004739,PTG09388,"Hj. Winda Farida, M.Ak",2024-12-18,Tunai
TRX0004740,PTG02472,Ade Prasetyo,2025-07-11,Tunai
TRX0004741,PTG01769,Jelita Hasanah,2025-03-05,Tunai
TRX0004742,PTG01768,R.M. Eka Simanjuntak,2024-11-30,Kartu Debit
TRX0004743,PTG02399,"R.A. Rika Nababan, S.Ked",2025-05-03,Transfer
TRX0004744,PTG00769,"H. Atmaja Wahyuni, S.Ked",2025-04-08,QRIS
TRX0004745,PTG06083,Eli Zulaika,2025-03-24,Kartu Debit
TRX0004746,PTG04601,"R. Najwa Purwanti, S.Ked",2024-10-25,Tunai
TRX0004747,PTG09730,Garda Prayoga,2025-10-17,Tunai
TRX0004748,PTG03794,Olga Tamba,2025-06-20,Kartu Debit
TRX0004749,PTG00158,Murti Maheswara,2025-07-28,Kartu Debit
TRX0004750,PTG00622,Ifa Novitasari,2025-06-07,QRIS
TRX0004751,PTG02314,Purwa Marpaung,2025-05-24,Transfer
TRX0004752,PTG01545,"Drs. Zulfa Yulianti, S.Sos",2025-04-22,Tunai
TRX0004753,PTG05385,Laras Uwais,2025-05-13,Kartu Debit
TRX0004754,PTG01090,Digdaya Nurdiyanti,2025-07-11,Transfer
TRX0004755,PTG01645,Kartika Maryati,2024-12-22,Kartu Debit
TRX0004756,PTG05715,Betania Marbun,2025-05-08,Transfer
TRX0004757,PTG05951,Dewi Safitri,2025-05-06,QRIS
TRX0004758,PTG07937,Abyasa Sihombing,2025-06-14,Tunai
TRX0004759,PTG07218,Karta Hassanah,2025-02-23,Transfer
TRX0004760,PTG05967,"Edi Waskita, M.TI.",2025-04-10,QRIS
TRX0004761,PTG04460,Tgk. Jaga Uyainah,2025-03-31,Kartu Debit
TRX0004762,PTG02093,Hamima Hardiansyah,2024-11-05,QRIS
TRX0004763,PTG01614,Margana Narpati,2024-12-02,Transfer
TRX0004764,PTG01983,"Vanesa Rahimah, S.IP",2025-01-28,Transfer
TRX0004765,PTG00333,Anastasia Hasanah,2025-01-13,Kartu Debit
TRX0004766,PTG05927,R. Margana Laksita,2025-09-10,QRIS
TRX0004767,PTG00089,Sari Firmansyah,2025-01-14,Tunai
TRX0004768,PTG07843,Zulaikha Maryati,2024-12-16,Tunai
TRX0004769,PTG01709,Kalim Sinaga,2025-03-11,QRIS
TRX0004770,PTG03465,"drg. Keisha Yulianti, S.Ked",2025-04-30,Tunai
TRX0004771,PTG06019,"Ajeng Nurdiyanti, M.Ak",2025-02-11,QRIS
TRX0004772,PTG07294,Paulin Nababan,2024-11-01,Tunai
TRX0004773,PTG06562,Jamal Widiastuti,2025-06-13,Transfer
TRX0004774,PTG04546,Nabila Mardhiyah,2024-12-26,QRIS
TRX0004775,PTG01970,Raina Utami,2025-01-12,QRIS
TRX0004776,PTG01753,Drajat Palastri,2024-12-22,Transfer
TRX0004777,PTG06364,Tirta Halimah,2025-09-14,Tunai
TRX0004778,PTG02534,"Ani Hasanah, M.Ak",2024-10-28,QRIS
TRX0004779,PTG00544,Adiarja Nasyidah,2025-03-20,Transfer
TRX0004780,PTG06969,"Ophelia Maheswara, S.Farm",2025-04-30,Tunai
TRX0004781,PTG02023,"Sutan Galih Sitompul, M.Farm",2024-12-14,Transfer
TRX0004782,PTG07697,"Tirtayasa Putra, S.E.I",2025-06-15,Transfer
TRX0004783,PTG07506,Talia Oktaviani,2025-06-22,Tunai
TRX0004784,PTG09798,Cahyono Nashiruddin,2025-01-08,Tunai
TRX0004785,PTG08043,Darmanto Sinaga,2024-11-08,Kartu Debit
TRX0004786,PTG00742,KH. Harto Hutagalung,2024-11-21,Transfer
TRX0004787,PTG04108,"R. Mala Damanik, S.T.",2025-01-13,Tunai
TRX0004788,PTG02149,"Wani Natsir, S.E.I",2024-11-26,Kartu Debit
TRX0004789,PTG03870,Timbul Purwanti,2025-05-18,QRIS
TRX0004790,PTG06924,"Irnanto Rahayu, S.E.I",2024-11-24,Kartu Debit
TRX0004791,PTG09681,"Heru Maryadi, S.E.I",2025-03-25,QRIS
TRX0004792,PTG05587,Cut Najwa Sudiati,2025-07-03,Transfer
TRX0004793,PTG09408,Sabrina Mustofa,2025-02-25,Tunai
TRX0004794,PTG00541,Titi Tamba,2025-06-16,Tunai
TRX0004795,PTG06577,"Drs. Azalea Gunarto, M.Kom.",2025-01-07,Transfer
TRX0004796,PTG09792,"Jarwadi Oktaviani, M.Pd",2024-12-25,Tunai
TRX0004797,PTG06944,Jessica Andriani,2024-10-29,Kartu Debit
TRX0004798,PTG07876,Agnes Putra,2025-05-28,Tunai
TRX0004799,PTG08711,Bakda Haryanto,2025-04-30,Transfer
TRX0004800,PTG02327,"drg. Zahra Kuswandari, S.Pt",2025-07-09,Transfer
TRX0004801,PTG08896,Paramita Halim,2025-06-01,Kartu Debit
TRX0004802,PTG09071,Pandu Gunawan,2024-11-16,Transfer
TRX0004803,PTG05802,Zelda Lestari,2025-01-01,Tunai
TRX0004804,PTG08973,Luluh Wulandari,2025-06-15,Transfer
TRX0004805,PTG04852,Wadi Lestari,2025-07-25,Tunai
TRX0004806,PTG00774,Bagus Permata,2025-06-15,Tunai
TRX0004807,PTG07684,Puti Zizi Winarsih,2025-04-12,Tunai
TRX0004808,PTG05073,Ir. Kiandra Sitorus,2024-10-31,Kartu Debit
TRX0004809,PTG06572,Lili Napitupulu,2025-07-14,QRIS
TRX0004810,PTG00689,Wage Yuniar,2025-10-18,Tunai
TRX0004811,PTG04082,"Zelaya Halimah, M.M.",2024-12-06,Tunai
TRX0004812,PTG06154,"Ir. Hasna Waluyo, S.I.Kom",2025-03-06,Tunai
TRX0004813,PTG06158,Jasmani Usamah,2024-12-28,Tunai
TRX0004814,PTG03153,"Dr. Fitria Melani, S.E.",2025-09-23,Transfer
TRX0004815,PTG06712,drg. Padmi Farida,2024-12-31,Tunai
TRX0004816,PTG03068,"R. Maida Novitasari, S.Pd",2025-08-16,QRIS
TRX0004817,PTG04273,Bala Saefullah,2025-01-14,Transfer
TRX0004818,PTG03667,Anastasia Budiman,2025-03-04,Kartu Debit
TRX0004819,PTG05051,"Mila Lestari, S.H.",2025-04-12,QRIS
TRX0004820,PTG06877,Bambang Kurniawan,2025-01-15,Kartu Debit
TRX0004821,PTG08291,"Maryanto Hutagalung, M.Pd",2025-03-21,Transfer
TRX0004822,PTG07885,Wasis Yulianti,2025-01-06,Transfer
TRX0004823,PTG04166,Kartika Novitasari,2025-05-17,Kartu Debit
TRX0004824,PTG00705,T. Caturangga Salahudin,2025-01-17,Kartu Debit
TRX0004825,PTG02283,"Dr. Kayun Sihotang, S.E.",2025-01-11,QRIS
TRX0004826,PTG07096,R. Banawa Suryatmi,2024-11-28,Transfer
TRX0004827,PTG05431,Bakti Rajata,2024-12-24,Kartu Debit
TRX0004828,PTG09579,Danuja Narpati,2025-05-10,Kartu Debit
TRX0004829,PTG08637,Diah Nugroho,2025-03-12,Kartu Debit
TRX0004830,PTG02152,"Elisa Yulianti, S.IP",2025-06-04,Tunai
TRX0004831,PTG05520,"Dr. Wirda Tarihoran, S.Gz",2024-12-19,QRIS
TRX0004832,PTG00512,Betania Mandala,2024-12-25,Kartu Debit
TRX0004833,PTG07925,Mumpuni Saragih,2025-07-16,Transfer
TRX0004834,PTG08361,"Tgk. Diah Thamrin, M.M.",2025-07-22,Transfer
TRX0004835,PTG03782,Oni Hutagalung,2025-02-22,Kartu Debit
TRX0004836,PTG00130,Jail Suartini,2024-11-25,Transfer
TRX0004837,PTG05526,Cici Uyainah,2025-08-19,Transfer
TRX0004838,PTG03116,"Cut Jane Kusmawati, S.Pd",2025-09-09,Transfer
TRX0004839,PTG09722,Reza Laksita,2025-06-23,Tunai
TRX0004840,PTG09738,Lala Thamrin,2025-05-23,Kartu Debit
TRX0004841,PTG02268,"Juli Utama, S.IP",2025-02-10,Kartu Debit
TRX0004842,PTG07863,Ega Nurdiyanti,2025-10-09,Tunai
TRX0004843,PTG02260,Mustofa Habibi,2025-04-29,Kartu Debit
TRX0004844,PTG04173,"Eja Sihombing, M.Ak",2025-07-07,Transfer
TRX0004845,PTG08830,KH. Aditya Tampubolon,2025-07-14,Transfer
TRX0004846,PTG03977,"Sakti Damanik, S.H.",2025-01-24,Tunai
TRX0004847,PTG03129,"dr. Tantri Samosir, S.Psi",2025-08-09,Tunai
TRX0004848,PTG09569,Puti Rahmi Hartati,2025-03-02,Kartu Debit
TRX0004849,PTG09296,Endah Prasetyo,2025-03-21,Tunai
TRX0004850,PTG02255,dr. Jessica Kuswoyo,2025-02-24,Transfer
TRX0004851,PTG01018,Kawaya Permadi,2024-10-26,Kartu Debit
TRX0004852,PTG05738,Ami Yulianti,2025-08-02,QRIS
TRX0004853,PTG03153,"Vanya Prasetya, M.Ak",2025-08-02,Transfer
TRX0004854,PTG05783,Pia Narpati,2025-04-20,Tunai
TRX0004855,PTG07350,"Joko Sirait, M.Kom.",2024-10-23,QRIS
TRX0004856,PTG09562,Zulfa Nainggolan,2025-07-13,Kartu Debit
TRX0004857,PTG04835,Erik Wasita,2025-04-07,Kartu Debit
TRX0004858,PTG08880,"Mala Aryani, M.Farm",2025-03-13,QRIS
TRX0004859,PTG07042,"Ajiman Hutapea, S.Ked",2025-07-05,Kartu Debit
TRX0004860,PTG01716,Tgk. Juli Januar,2025-07-30,QRIS
TRX0004861,PTG07460,Ir. Chandra Hutapea,2025-09-07,Tunai
TRX0004862,PTG04979,Sadina Susanti,2024-12-25,Transfer
TRX0004863,PTG09995,Radika Palastri,2025-04-22,QRIS
TRX0004864,PTG01490,Siti Yulianti,2025-06-15,Kartu Debit
TRX0004865,PTG01901,Wirda Permata,2025-08-12,Kartu Debit
TRX0004866,PTG02762,Puput Hidayat,2025-06-27,QRIS
TRX0004867,PTG00073,Tgk. Bambang Wulandari,2025-04-26,QRIS
TRX0004868,PTG04003,Lukita Santoso,2025-04-15,QRIS
TRX0004869,PTG07491,Purwanto Mahendra,2024-11-14,Kartu Debit
TRX0004870,PTG02386,"T. Gaiman Saefullah, S.IP",2025-10-05,Transfer
TRX0004871,PTG01032,Hamima Mardhiyah,2025-06-24,Transfer
TRX0004872,PTG03718,Hani Rahmawati,2025-09-04,Transfer
TRX0004873,PTG06152,Ihsan Sirait,2025-04-15,Tunai
TRX0004874,PTG04647,dr. Luhung Yuniar,2025-01-21,Transfer
TRX0004875,PTG04747,Karimah Nainggolan,2025-04-15,QRIS
TRX0004876,PTG07040,Dinda Waluyo,2025-03-11,QRIS
TRX0004877,PTG08724,"Irnanto Kusmawati, S.E.I",2025-07-18,Kartu Debit
TRX0004878,PTG08104,Zelaya Megantara,2024-11-07,Tunai
TRX0004879,PTG01534,"Rahmat Mardhiyah, S.H.",2025-03-15,QRIS
TRX0004880,PTG03074,"Dr. Yessi Iswahyudi, S.Psi",2024-11-03,QRIS
TRX0004881,PTG07867,"Hafshah Hutasoit, S.Gz",2025-01-22,Transfer
TRX0004882,PTG00235,Ir. Ikin Safitri,2025-10-01,Transfer
TRX0004883,PTG03421,Fitriani Namaga,2025-06-09,QRIS
TRX0004884,PTG01059,KH. Garan Tamba,2025-01-22,Kartu Debit
TRX0004885,PTG00187,"Cut Septi Nurdiyanti, S.T.",2025-03-13,QRIS
TRX0004886,PTG06333,"H. Bakidin Kusumo, S.Gz",2025-10-07,Transfer
TRX0004887,PTG09552,Lulut Hakim,2025-06-18,Tunai
TRX0004888,PTG07894,Fathonah Rahmawati,2025-09-07,Tunai
TRX0004889,PTG09897,Tiara Habibi,2025-09-20,QRIS
TRX0004890,PTG00624,"R. Paris Sitorus, S.I.Kom",2024-12-25,Tunai
TRX0004891,PTG04553,Eli Saptono,2025-04-02,Transfer
TRX0004892,PTG07813,Dr. Febi Utama,2025-07-04,QRIS
TRX0004893,PTG05964,Himawan Megantara,2025-08-11,Transfer
TRX0004894,PTG06627,Bakijan Nasyidah,2025-01-14,Transfer
TRX0004895,PTG06007,Talia Habibi,2025-08-19,QRIS
TRX0004896,PTG00887,"Lala Tamba, S.Psi",2024-10-26,QRIS
TRX0004897,PTG08159,"Leo Pranowo, S.Sos",2024-11-30,Tunai
TRX0004898,PTG01345,Lidya Megantara,2025-09-28,Transfer
TRX0004899,PTG06732,Samiah Budiman,2024-11-13,Transfer
TRX0004900,PTG02793,Jane Nugroho,2025-07-14,QRIS
TRX0004901,PTG09836,"Vino Haryanti, S.E.I",2024-11-14,Transfer
TRX0004902,PTG08846,dr. Oman Rajata,2025-04-29,QRIS
TRX0004903,PTG05408,"Garan Jailani, S.Gz",2025-07-27,Kartu Debit
TRX0004904,PTG01418,"Zizi Yuliarti, M.TI.",2025-09-07,QRIS
TRX0004905,PTG09550,Tgk. Lanang Nababan,2025-05-05,Kartu Debit
TRX0004906,PTG06739,Dt. Cayadi Mansur,2025-07-05,Tunai
TRX0004907,PTG04778,Hilda Kusumo,2024-10-22,Transfer
TRX0004908,PTG05597,Drs. Yusuf Kurniawan,2025-06-04,Tunai
TRX0004909,PTG04283,Siti Sihotang,2025-03-01,Kartu Debit
TRX0004910,PTG01305,Asmianto Halim,2025-06-26,Kartu Debit
TRX0004911,PTG01738,Maya Padmasari,2025-09-30,Kartu Debit
TRX0004912,PTG01262,Gilda Oktaviani,2024-12-12,Transfer
TRX0004913,PTG02996,Dr. Talia Zulkarnain,2024-10-26,Kartu Debit
TRX0004914,PTG01852,Ina Anggraini,2025-03-30,QRIS
TRX0004915,PTG08055,"Hj. Ira Mardhiyah, S.E.",2025-03-31,Tunai
TRX0004916,PTG01396,Rini Nainggolan,2025-01-23,QRIS
TRX0004917,PTG06378,"Kairav Waluyo, M.Kom.",2025-08-23,Transfer
TRX0004918,PTG00246,Belinda Pertiwi,2025-06-29,Kartu Debit
TRX0004919,PTG09218,"Tania Tampubolon, S.Pt",2025-08-25,Tunai
TRX0004920,PTG06681,R.A. Lalita Rahmawati,2025-08-22,Kartu Debit
TRX0004921,PTG01383,Siska Prasetya,2025-05-30,Transfer
TRX0004922,PTG01579,Zahra Santoso,2024-11-02,Transfer
TRX0004923,PTG01875,Eka Thamrin,2025-06-28,Transfer
TRX0004924,PTG09519,R. Umar Ramadan,2025-09-16,Kartu Debit
TRX0004925,PTG04172,Sakura Pratiwi,2025-03-31,Kartu Debit
TRX0004926,PTG06210,"Tgk. Hasim Pratama, S.Farm",2025-08-27,Transfer
TRX0004927,PTG05287,Gaman Nuraini,2025-03-12,Tunai
TRX0004928,PTG06223,Artanto Hastuti,2025-06-27,Tunai
TRX0004929,PTG02191,Dt. Capa Hassanah,2025-07-23,Transfer
TRX0004930,PTG04634,"R. Irma Sihombing, S.Pd",2025-05-17,Kartu Debit
TRX0004931,PTG01899,"Akarsana Waskita, S.Gz",2025-07-01,Tunai
TRX0004932,PTG09422,"Marsudi Widiastuti, M.Pd",2025-06-29,Transfer
TRX0004933,PTG06436,Hendra Kuswoyo,2025-04-20,Transfer
TRX0004934,PTG03371,Latika Hasanah,2024-10-20,Transfer
TRX0004935,PTG00621,"drg. Samiah Mandala, S.Pd",2025-07-25,Tunai
TRX0004936,PTG07092,Sabrina Samosir,2024-10-25,QRIS
TRX0004937,PTG08528,Fathonah Pratiwi,2025-06-14,Transfer
TRX0004938,PTG02488,"Dr. Tira Winarno, S.Pd",2025-03-20,Transfer
TRX0004939,PTG00072,Yani Mansur,2025-03-09,Tunai
TRX0004940,PTG09447,"Umi Mardhiyah, S.Pd",2024-11-24,QRIS
TRX0004941,PTG06325,"KH. Jabal Hutapea, S.Psi",2025-09-06,Transfer
TRX0004942,PTG04960,Raditya Palastri,2024-11-17,Tunai
TRX0004943,PTG09068,Gangsa Kusmawati,2025-01-05,Kartu Debit
TRX0004944,PTG09550,"Cakrawangsa Megantara, S.Kom",2024-11-24,QRIS
TRX0004945,PTG05203,Almira Maryati,2025-05-26,Kartu Debit
TRX0004946,PTG01430,Yance Gunarto,2025-06-05,Kartu Debit
TRX0004947,PTG09042,Bagya Yuliarti,2025-02-14,Tunai
TRX0004948,PTG04361,"Ajiman Gunarto, M.M.",2025-10-04,Tunai
TRX0004949,PTG08997,Kala Puspasari,2025-09-04,Transfer
TRX0004950,PTG01033,Dt. Jaswadi Mustofa,2025-09-21,Transfer
TRX0004951,PTG00445,"Jagapati Sitorus, S.Ked",2025-02-09,Transfer
TRX0004952,PTG00206,Tedi Nashiruddin,2025-04-12,Transfer
TRX0004953,PTG07530,Omar Purnawati,2025-04-13,Transfer
TRX0004954,PTG07040,Oliva Uwais,2025-07-25,Transfer
TRX0004955,PTG06256,Hasim Kuswoyo,2024-10-28,QRIS
TRX0004956,PTG06773,Adiarja Firgantoro,2025-01-05,Kartu Debit
TRX0004957,PTG06128,Ulva Salahudin,2025-05-22,Kartu Debit
TRX0004958,PTG09627,Raina Suwarno,2025-07-17,Kartu Debit
TRX0004959,PTG05783,Violet Anggraini,2024-11-28,QRIS
TRX0004960,PTG02949,"Asmadi Usamah, S.Psi",2025-06-28,Tunai
TRX0004961,PTG09706,"drg. Kajen Prasetyo, M.Farm",2025-03-05,QRIS
TRX0004962,PTG09078,Carla Haryanto,2025-05-03,Transfer
TRX0004963,PTG02669,"R. Almira Utami, S.Ked",2025-03-12,Kartu Debit
TRX0004964,PTG05206,Dalima Puspasari,2025-06-10,Tunai
TRX0004965,PTG04965,"Gandi Widodo, S.Pt",2025-03-19,QRIS
TRX0004966,PTG06909,Mursita Irawan,2024-12-28,QRIS
TRX0004967,PTG06241,Joko Pratiwi,2025-02-27,Kartu Debit
TRX0004968,PTG00551,Mumpuni Halim,2025-04-23,Tunai
TRX0004969,PTG06843,Luhung Haryanti,2025-05-16,Transfer
TRX0004970,PTG09902,"Lalita Hartati, S.Pd",2025-05-15,QRIS
TRX0004971,PTG08928,T. Luhung Zulkarnain,2025-08-15,QRIS
TRX0004972,PTG01181,"Hj. Anastasia Anggriawan, S.Gz",2024-12-16,Kartu Debit
TRX0004973,PTG05859,"Jane Suwarno, S.T.",2024-10-28,QRIS
TRX0004974,PTG09691,Dwi Manullang,2025-01-16,Tunai
TRX0004975,PTG04598,Dalima Budiyanto,2025-04-08,QRIS
TRX0004976,PTG01856,Jagaraga Uwais,2025-03-22,Kartu Debit
TRX0004977,PTG08625,Almira Sinaga,2025-08-13,Kartu Debit
TRX0004978,PTG00298,Tiara Situmorang,2025-09-09,QRIS
TRX0004979,PTG02972,dr. Luhung Sitompul,2025-10-03,QRIS
TRX0004980,PTG07227,Drs. Balijan Widodo,2024-11-10,Transfer
TRX0004981,PTG04500,Elvina Mansur,2025-03-19,QRIS
TRX0004982,PTG00194,"Dr. Yance Sihombing, M.M.",2025-02-22,Transfer
TRX0004983,PTG00670,"Paiman Putra, S.Ked",2025-09-16,Transfer
TRX0004984,PTG08257,"Ir. Maimunah Putra, S.E.I",2024-12-21,Transfer
