ID_Petugas,Nama_Petugas,Password,Nomor_Telp,Jabatan
PTG03949,Hamima Hutasoit,odD4A%uo*B,+62 (00) 619 4565,Petugas Loket
PTG03950,Ir. Alika Utama,A2CkwD1q(E,+62 (0457) 212-1430,Supervisor
PTG03951,dr. Hamima Halim,hdKD)m^*#9,+62-32-646-4345,Supervisor
PTG03952,Hamima Prakasa,%WFvwCaKl5,(023) 249-8175,Petugas Loket
PTG03953,Hj. Lidya Yulianti,U8_!3Dfy$G,+62 (085) 927 2613,Admin
PTG03954,H. Reksa Suryono,w@9&yLc&$j,+62 (633) 923-7810,Kasir
PTG03955,"Ratna Mahendra, M.Pd",_9AYD!fjG4,+62 (68) 867 1393,Supervisor
PTG03956,Emin Wasita,k2v4Zt8vM_,+62 (0612) 036 5073,Admin
PTG03957,Tgk. Ismail Sihombing,Y%8FfgrjLt,(054) 321 2827,Petugas Loket
PTG03958,"Tgk. Maman Rahimah, S.I.Kom",)2vIjfFH+1,+62 (341) 684-7737,Admin
PTG03959,Melinda Aryani,!DXX!bpP1*,(0522) 329 6815,Petugas Loket
PTG03960,Aslijan Setiawan,OCD+Lrgf%8,+62-71-138-3480,Petugas Loket
PTG03961,Novi Waskita,5862W#Bl^$,0851458017,Supervisor
PTG03962,"KH. Salman Narpati, S.Pt",$7sULXywx@,+62 (008) 745 9499,Kasir
PTG03963,"Ir. Lutfan Irawan, M.Farm",)9CQgW_5(5,+62 (0170) 267 3451,Petugas Loket
PTG03964,"Ir. Ellis Mayasari, S.Pt",!7I2P+mtn9,+62 (018) 869 3332,Admin
PTG03965,Tina Mulyani,Y2HBeMq@!7,+62-36-752-1017,Admin
PTG03966,"Cut Wulan Natsir, M.TI.",5)TzSRzO^5,+62 (067) 997-3826,Kasir
PTG03967,Melinda Anggraini,F74c%)Zr%G,0859009409,Supervisor
PTG03968,"Luthfi Mangunsong, M.TI.",l*K!9tJzlw,+62-96-568-6301,Kasir
PTG03969,R.A. Ratna Mandasari,MW#ec6o#L(,+62 (23) 731 7960,Admin
PTG03970,Edi Salahudin,q6WO3Rn6^V,0891237518,Supervisor
PTG03971,Dr. Latika Megantara,mmEtp7G%Z^,(0531) 420-9528,Admin
PTG03972,Tgk. Gasti Kurniawan,)qZmNdm#+6,+62 (0927) 990 9891,Petugas Loket
PTG03973,Mutia Wulandari,(N7Dz21i(e,+62-83-024-2035,Admin
PTG03974,Novi Hidayat,H*a5FPaFJA,+62-0987-333-4010,Admin
PTG03975,Tira Hutagalung,+qmYPjuds2,+62 (039) 271-1639,Kasir
PTG03976,"R.A. Lalita Nababan, S.E.",y7Qe0vn@*#,(0758) 442-8125,Admin
PTG03977,KH. Paiman Utami,O_8Sk&hs3^,(075) 842-5267,Kasir
PTG03978,drg. Silvia Yuliarti,V9&vUObV*H,0806432804,Admin
PTG03979,Cayadi Gunarto,bX3Me*y%Y@,+62-033-256-1923,Petugas Loket
PTG03980,"Yessi Fujiati, M.Ak",hv12JNlg+Z,+62 (084) 129 2292,Petugas Loket
PTG03981,"Jinawi Wibowo, S.Psi",kf7NKY2v%B,(028) 335-0561,Admin
PTG03982,"Wage Hutasoit, S.Ked",*0O0AtueIK,+62-391-902-1287,Kasir
PTG03983,Dt. Kenzie Nashiruddin,(so0IoOcT@,+62-436-924-2806,Supervisor
PTG03984,"dr. Oni Safitri, S.IP",*2+b7FJmt5,+62 (011) 556-0346,Kasir
PTG03985,"Dt. Ismail Handayani, M.Farm",@67Oa0PAw5,(045) 747-0549,Supervisor
PTG03986,Bella Rahimah,cyw7Z$se#^,085 915 0718,Kasir
PTG03987,R.A. Raina Wahyuni,%8*ZUi4cFo,(0564) 600 8166,Admin
PTG03988,"dr. Kacung Wahyudin, S.I.Kom",F5^4WShdQy,+62 (0655) 826-9176,Kasir
PTG03989,Kasusra Pradana,_h8)NqO0*2,084 772 6970,Petugas Loket
PTG03990,"Dr. Ciaobella Budiyanto, M.Pd",g5DLzotg!+,+62 (0019) 751-8116,Petugas Loket
PTG03991,Drs. Tania Kurniawan,9+c7H^oL#l,+62 (748) 890 7947,Supervisor
PTG03992,Rachel Mandala,@Ql@7UpHQF,+62-0785-271-8640,Admin
PTG03993,Nrima Wastuti,X%7EQv5+wH,+62-33-323-0612,Supervisor
PTG03994,Dian Halim,&ReIZvFu95,+62-633-581-5438,Admin
PTG03995,Labuh Mulyani,K@l44ynmIH,(0869) 674-9309,Kasir
PTG03996,"Carla Safitri, S.E.",%6BBdvgX96,0807416017,Petugas Loket
PTG03997,"drg. Kiandra Laksmiwati, S.H.",6i7OTUjnQ%,0897468400,Kasir
PTG03998,"Hj. Jelita Saputra, S.T.",h2*7HDz)L#,+62-0724-052-8695,Admin
PTG03999,Prayitna Hariyah,qbCaVWz*+0,+62-08-356-6450,Kasir
PTG04000,Dimaz Nashiruddin,tgS0$1SzV@,+62-0413-557-9655,Petugas Loket
PTG04001,Limar Mahendra,%X$ISEbb(2,+62-878-805-3388,Kasir
PTG04002,Eli Puspasari,&_FdtfVf7(,082 913 8567,Kasir
PTG04003,"dr. Mulyono Hutapea, S.IP",&ZZdQy_&z0,(0374) 998-4337,Kasir
PTG04004,Latif Farida,cH2tsNiR#2,+62 (0516) 535-9374,Kasir
PTG04005,"Tirta Hastuti, M.TI.",wqy0Znfel(,+62 (0179) 957-4526,Admin
PTG04006,Samiah Megantara,0!5xJNiB)u,+62-0853-569-6304,Admin
PTG04007,Nadia Waskita,(&8kW@gtd3,+62-191-915-6368,Petugas Loket
PTG04008,Zalindra Fujiati,c8A4Bf6I(#,+62 (0218) 723-8396,Kasir
PTG04009,"Tgk. Nasrullah Hardiansyah, M.M.",(WZ%vIWqA1,(0833) 645-1277,Kasir
PTG04010,"Melinda Hutapea, S.Pd",eH%l0Dw6tg,+62-818-225-1295,Admin
PTG04011,Ratna Firmansyah,FzKoLZOV%5,082 502 4089,Admin
PTG04012,Dian Marpaung,n(J^7TEqYO,+62-0482-096-5131,Petugas Loket
PTG04013,Rusman Thamrin,tU@8)Bki^@,+62-0040-028-1656,Petugas Loket
PTG04014,"Asmadi Prasetya, S.Kom",!E#y7OQh!a,082 470 2841,Supervisor
PTG04015,"R.M. Marwata Prastuti, M.Ak",(YKgwGJac7,+62 (051) 682 4890,Supervisor
PTG04016,Hasna Sihombing,+9GTba7G14,+62 (638) 897 2259,Admin
PTG04017,Hj. Icha Pratama,RAz3OELa!F,(094) 705 2370,Petugas Loket
PTG04018,"Raden Sitorus, S.Sos",N5$Dsl69@f,+62-80-043-5410,Kasir
PTG04019,"Rahmi Mayasari, S.Pt",BT_&Y5IccB,0848129399,Admin
PTG04020,Jasmin Setiawan,#4TRdGoRH3,+62 (013) 528 9246,Kasir
PTG04021,Ulya Nasyiah,)48KnsOi_w,+62 (71) 047-1198,Admin
PTG04022,Gabriella Novitasari,*Z2SMleHHD,+62-381-134-6671,Supervisor
PTG04023,R. Ulya Saputra,4f48ACT7a*,+62-73-455-5778,Admin
PTG04024,"Mursita Tamba, S.Sos",(nhXxKU(4V,+62 (789) 406-4180,Petugas Loket
PTG04025,"Widya Gunarto, S.IP",%3iFtgMxY2,(038) 960 7591,Kasir
PTG04026,Ilsa Suryono,D+v6yRck9@,+62 (443) 054-2112,Petugas Loket
PTG04027,Ellis Susanti,FdB1G9b%V&,+62 (43) 483-0219,Petugas Loket
PTG04028,Genta Hardiansyah,c&5Ku+G%pg,(062) 100 9386,Kasir
PTG04029,"Ibrahim Mandasari, M.TI.",d2uP_2cg@^,(0535) 640 3961,Kasir
PTG04030,"Fathonah Purnawati, M.Pd",_6wixl4o@D,081 513 4331,Petugas Loket
PTG04031,"Zaenab Saputra, S.Pd",S@2T@i9xsU,+62-0190-560-8468,Petugas Loket
PTG04032,"Ir. Cayadi Pertiwi, S.Psi",@6hCMb#c(m,(073) 582 3643,Admin
PTG04033,"H. Cecep Suartini, S.Sos",5&WR7@tyED,(0952) 456 5282,Kasir
PTG04034,"Dinda Haryanti, M.Pd",MxDdf&z&%3,+62 (55) 828 1709,Kasir
PTG04035,"drg. Mahdi Hidayanto, M.Pd",dOv&3NRjsf,(0599) 285 8351,Supervisor
PTG04036,Gawati Mansur,!9Fyv2nJc7,+62 (87) 215 0923,Petugas Loket
PTG04037,Tari Simbolon,+4EvAg(#7V,+62 (62) 929 2984,Kasir
PTG04038,Prabawa Saputra,Q81IQIli^B,+62 (091) 098 1247,Admin
PTG04039,Keisha Prakasa,V7^uezXbl^,+62 (090) 833-5425,Admin
PTG04040,"dr. Kiandra Mandasari, M.M.",2zzk$2Pj^Y,(0715) 665-5731,Supervisor
PTG04041,Najwa Padmasari,7+2ZxW1Zzi,+62-973-919-2637,Petugas Loket
PTG04042,"Budi Nainggolan, S.E.I",$@4RmpYk#),+62 (75) 677-0169,Admin
PTG04043,dr. Baktiadi Yolanda,c&1Qg+EiuK,+62-033-639-2832,Petugas Loket
PTG04044,"Cahyadi Pradipta, S.IP",A^Gp8ZuZsV,+62 (10) 251-3844,Supervisor
PTG04045,"Tania Hartati, S.IP",w%FZ69XcT),080 942 3360,Supervisor
PTG04046,Tomi Sudiati,M+4_^BjCyx,+62 (0189) 734-7624,Petugas Loket
PTG04047,"Fitria Manullang, S.E.I",+uWE5LRs+w,(0200) 509 2469,Kasir
PTG04048,dr. Fitriani Pranowo,@aRNc8%$!3,+62-05-544-5466,Supervisor
PTG04049,drg. Puspa Thamrin,)2XMOVfrzf,(0314) 577-0449,Kasir
PTG04050,Kania Anggriawan,#%X#8yGv3t,+62 (32) 299 0532,Admin
PTG04051,Mulya Lailasari,#3ivIxwbm0,+62 (55) 426-4632,Admin
PTG04052,Ana Agustina,RCX^57Sv*^,+62 (32) 693-2945,Kasir
PTG04053,Salsabila Uwais,cv)(5Xu@M@,087 434 7290,Admin
PTG04054,Asmadi Astuti,x_Hw0Mgr@%,+62 (083) 398-7081,Admin
PTG04055,drg. Maryanto Sitorus,A!5QXb9pt#,(039) 427-0705,Supervisor
PTG04056,Purwa Mahendra,Wuv70NsgD&,(0758) 844 6053,Admin
PTG04057,Saiful Hidayat,X7ez^zca(t,+62 (091) 883-4991,Supervisor
PTG04058,Ibrahim Astuti,^tU3u6YY26,+62 (004) 120-0905,Kasir
PTG04059,"Kamila Setiawan, S.Sos",$$dK^Pmm6&,+62 (838) 010-4283,Kasir
PTG04060,Hj. Laila Permata,y+j9Gu9BK+,+62 (468) 057 6662,Kasir
PTG04061,Usyi Hidayanto,K0HWbbwH_U,+62 (013) 650 4767,Petugas Loket
PTG04062,Ir. Jelita Nasyidah,4*UQ9r2H^c,+62-001-770-1315,Admin
PTG04063,Laswi Sitorus,uR4OAjvJ#v,+62 (54) 700-9248,Admin
PTG04064,"Satya Putra, S.Gz",xB*X2_Xb$m,+62 (90) 702-4167,Admin
PTG04065,Wani Ramadan,_)5NGTXz05,(035) 399-3854,Supervisor
PTG04066,dr. Rendy Natsir,05Jq8JRC!0,0825894523,Kasir
PTG04067,dr. Ratna Palastri,Z)koMQwO%9,+62-44-265-1423,Admin
PTG04068,Tgk. Hardi Nasyiah,SsT6ZYx!X+,+62 (41) 349-6885,Admin
PTG04069,Jail Pertiwi,_6kcyUud*p,+62 (933) 070-1157,Supervisor
PTG04070,Uli Halimah,5q&Z@24g^j,(0593) 708-0644,Admin
PTG04071,Nova Hutagalung,p9TS%kLz+$,+62 (0990) 360-6782,Supervisor
PTG04072,R.A. Zalindra Najmudin,^84p7%Nl2t,081 346 4924,Kasir
PTG04073,"Novi Hutasoit, M.M.",2f1gLlW@$m,(076) 229 2713,Kasir
PTG04074,Ibrahim Nasyiah,(Te6RrKeQ5,+62-0891-252-7957,Admin
PTG04075,Calista Iswahyudi,#FUJ9nFn6f,(0775) 795-4163,Supervisor
PTG04076,Gading Wijaya,h*P!4SOeum,0838942868,Petugas Loket
PTG04077,Puti Farah Astuti,D$2!DsGhKi,+62 (905) 465 6747,Admin
PTG04078,Ghaliyati Prasetyo,vq8@74Vs(s,+62-056-838-6549,Supervisor
PTG04079,Rendy Saputra,0ZPZKkts)m,+62-0518-246-5126,Supervisor
PTG04080,Warta Aryani,z0DWob2i*A,+62 (044) 586-4015,Kasir
PTG04081,Elvina Sihombing,Q9*UJ2Rg!J,+62 (313) 495-3728,Admin
PTG04082,Kamaria Sihombing,tm3_ctKo+6,+62 (096) 024-9132,Admin
PTG04083,Banara Utami,V*2zG6vL2R,+62 (033) 135 0283,Supervisor
PTG04084,Fathonah Wibowo,H4$4OcnRQe,+62-63-618-1502,Supervisor
PTG04085,Farhunnisa Puspita,%1HMpEPo*b,+62 (0796) 803 4360,Petugas Loket
PTG04086,"Mulyono Samosir, S.Pt",wZ+2+Yhw!M,+62 (067) 787-4800,Admin
PTG04087,Almira Wibowo,T$6S2FPf*f,+62 (0419) 380 3760,Petugas Loket
PTG04088,"Tgk. Vera Saptono, S.E.I",#$@8BDi3kH,(085) 809 5663,Supervisor
PTG04089,Ir. Kairav Nuraini,Im2lCbph%$,+62-180-447-0881,Petugas Loket
PTG04090,Maman Prastuti,@$Q)6S0iZ3,+62 (339) 923 4833,Petugas Loket
PTG04091,"Radika Mandala, S.I.Kom",_W4vPRDyBy,+62 (040) 022-5540,Kasir
PTG04092,Melinda Usada,_(T$phCr4s,+62 (54) 421 3314,Petugas Loket
PTG04093,drg. Paulin Prakasa,y!6IhizFjo,(0844) 819-5497,Admin
PTG04094,Maria Pratama,&JP*2pq318,(0262) 821 8382,Admin
PTG04095,Intan Zulkarnain,6USLf0#c^u,(025) 901 3290,Kasir
PTG04096,Umay Wahyudin,91Y+e2Hi(R,+62 (640) 116-7605,Supervisor
PTG04097,Daniswara Wulandari,vMZEfBMl@9,+62-144-820-7764,Supervisor
PTG04098,"Saadat Putra, M.TI.",&2$Lb_^ceD,089 316 6679,Admin
PTG04099,"Cahyanto Prayoga, S.Farm",+afMCv&So5,(088) 542-1991,Supervisor
PTG04100,Harsanto Sudiati,)o9Vome*)8,(081) 800-3003,Admin
PTG04101,Novi Kusmawati,)EVaz8FiYT,+62-0360-453-5950,Supervisor
PTG04102,Tgk. Qori Mangunsong,o8EewnC$+X,+62 (44) 855 3698,Kasir
PTG04103,"H. Opan Thamrin, M.M.",@a9(pXVm5t,+62 (797) 716-5885,Supervisor
PTG04104,Cut Titin Mustofa,#6u2pP(oc#,+62 (010) 949 5244,Supervisor
PTG04105,Hesti Maryati,W5G96Zqn)o,+62 (001) 965-0890,Petugas Loket
PTG04106,Ade Nurdiyanti,%d7CsD*xy^,+62-242-083-1521,Kasir
PTG04107,Oliva Salahudin,hnMIO8tr%1,(0384) 460-4100,Petugas Loket
PTG04108,"Sutan Kasiran Pradana, S.I.Kom",^0YrXC8kF3,+62 (0450) 289-1379,Petugas Loket
PTG04109,Rusman Hutagalung,@8OCk0#een,+62 (72) 546 1310,Kasir
PTG04110,"Hj. Oni Kuswandari, S.T.",%0VapVXOvl,(0133) 263 4101,Admin
PTG04111,Banawa Puspita,pO!6P)z6(x,+62-009-960-4932,Supervisor
PTG04112,"Kenes Nashiruddin, M.Kom.",$4SgsKKu^T,(016) 344-1484,Admin
PTG04113,Warsa Uwais,h$3RuDqk&f,+62 (582) 716-0028,Admin
PTG04114,Nadine Fujiati,bv@D2IprK0,+62 (079) 539 1191,Supervisor
PTG04115,Cengkir Samosir,#9%mEERoCN,+62 (874) 199 2951,Admin
PTG04116,Genta Sihotang,a5p@3PDv7*,+62 (395) 154 1180,Petugas Loket
PTG04117,R. Malika Hastuti,#a4WHd&kH0,+62 (839) 726 7134,Kasir
PTG04118,"R.M. Mahdi Uwais, S.Gz",M!HF4JxNkf,+62 (0658) 987 5723,Admin
PTG04119,Drs. Kiandra Gunarto,hR97DIul%^,(0053) 064 9032,Petugas Loket
PTG04120,"Jayadi Mustofa, S.Sos",X)x2*YnT15,089 371 1341,Kasir
PTG04121,Ajiman Mahendra,gk1X0udM$9,+62 (57) 636 3300,Kasir
PTG04122,"T. Salman Maheswara, S.Psi",_yi0LRDoN+,+62 (264) 398-4491,Admin
PTG04123,"Ir. Sakti Suryono, M.Ak",&jX%IBl7k9,0855829996,Admin
PTG04124,Hana Budiman,dv%9S8m_0&,+62-097-203-2211,Petugas Loket
PTG04125,Genta Aryani,_hKOdDy$)6,+62 (026) 370 8057,Petugas Loket
PTG04126,Drs. Titin Rajasa,)qLc)@co2I,(039) 210-0852,Kasir
PTG04127,Hani Mardhiyah,wiyOYiUq_1,088 565 8755,Kasir
PTG04128,Galang Hassanah,G208XTFb(D,+62 (88) 556 8761,Petugas Loket
PTG04129,Nadia Prasetya,0DKn*kdP(y,089 569 4700,Supervisor
PTG04130,Yuliana Pudjiastuti,^yHt&raG6!,0822810936,Supervisor
PTG04131,"Kartika Maryadi, S.Pd",tJ3v1Sj6B$,+62 (51) 646 8002,Supervisor
PTG04132,Mala Nababan,bDJ87Qx_M*,+62 (71) 667-0639,Admin
PTG04133,Marsudi Mandala,HuVD^UrW$7,084 703 2075,Supervisor
PTG04134,Yoga Maheswara,%bDnRb8$t2,+62-0520-823-7905,Supervisor
PTG04135,dr. Pangeran Purwanti,%eOBiYN5U1,(0978) 484 0368,Admin
PTG04136,"Bella Irawan, M.M.",&o003DFquC,+62 (38) 617-9397,Admin
PTG04137,Hendri Budiman,a8A^0$Og_U,081 681 9087,Petugas Loket
PTG04138,R.M. Cahyadi Wastuti,%8#8YkmfG9,+62-93-977-2130,Supervisor
PTG04139,Zahra Hidayanto,1C4XVAmM!I,(0152) 311 6455,Admin
PTG04140,Aswani Simanjuntak,GwWE7syS@3,+62 (0102) 278-7337,Admin
PTG04141,Rahmi Hutapea,i8IoTr9u(r,+62 (0675) 580-0056,Admin
PTG04142,Bakianto Wastuti,#IPP^e&95y,+62-48-013-7945,Admin
PTG04143,Cager Mangunsong,1&Mmmxbf(W,+62 (0965) 354 9296,Kasir
PTG04144,Amelia Oktaviani,+3qcPTfP&l,089 786 7225,Admin
PTG04145,"Tgk. Pranawa Suryatmi, S.IP",o!5Lhx&CEn,+62 (309) 245-5948,Supervisor
PTG04146,"Pia Haryanti, S.Kom",@4SJ+mowG0,(047) 203 6471,Kasir
PTG04147,"Drs. Gangsa Sirait, S.E.",(5c6Fnu%_1,+62-0666-567-3414,Supervisor
PTG04148,"Ifa Palastri, S.Sos",$3#TQdjXA4,0805214584,Supervisor
PTG04149,Puti Olivia Firgantoro,rX!5MDNa^i,(040) 397 8740,Supervisor
PTG04150,"R. Yance Halimah, S.Kom",)q9LG%8+0p,0863578891,Petugas Loket
PTG04151,Julia Najmudin,OFq0Osd9#1,(0524) 330 3867,Petugas Loket
PTG04152,"Drs. Hesti Lailasari, S.IP",BS(8mNvw)1,+62 (0928) 664 0009,Supervisor
PTG04153,Rudi Natsir,X&7J10l69%,083 022 5482,Admin
PTG04154,T. Taufik Winarsih,fK5TpbX_%D,+62-096-620-0063,Petugas Loket
PTG04155,Koko Dongoran,n1S+H^C$@N,+62 (80) 686 0781,Petugas Loket
PTG04156,R. Maimunah Wasita,Hk!84$Gs%w,+62 (070) 616-0009,Supervisor
PTG04157,Koko Prasetyo,!u$7_WiMg_,+62 (49) 893-3291,Kasir
PTG04158,Tgk. Gandi Uyainah,^$%83Ph7pp,+62 (0763) 234-5161,Admin
PTG04159,Sabrina Anggraini,^+$Dhm7G6@,+62-798-529-1310,Kasir
PTG04160,Lalita Rahayu,#9ELSvtCmU,+62-141-303-7970,Petugas Loket
PTG04161,Aisyah Agustina,I@7z3Klw)z,+62 (801) 522-2355,Admin
PTG04162,"Alika Haryanti, M.M.",%4X4xoskM8,+62-84-948-7637,Kasir
PTG04163,Ella Astuti,%3XrcUa1XS,+62-014-591-1766,Supervisor
PTG04164,Tgk. Najwa Januar,@uP^1cp(+7,+62-73-208-0246,Petugas Loket
PTG04165,Farah Agustina,8AMDsmpl(9,+62 (21) 487 6667,Admin
PTG04166,Candrakanta Safitri,a*U6OOts9),+62 (99) 832-4090,Supervisor
PTG04167,Unjani Melani,g)0$D5x@X4,+62 (233) 145-4434,Supervisor
PTG04168,"Dr. Teddy Natsir, S.Farm",u^8hA7z_o#,085 160 1131,Supervisor
PTG04169,Warsa Nurdiyanti,(8FiBaWRl#,(0453) 888-6013,Kasir
PTG04170,Rini Sihombing,&swKQu_*W1,(062) 554-0217,Supervisor
PTG04171,drg. Wulan Maryadi,(yw*QotC29,+62 (094) 905 0675,Kasir
PTG04172,Dr. Rini Fujiati,QLu5Ga+v+4,(010) 858 1124,Supervisor
PTG04173,Hj. Tari Sinaga,(50#Xs3i(S,(056) 870-2275,Kasir
PTG04174,Mumpuni Halim,(sb!9Lx3y5,(0227) 135 9605,Petugas Loket
PTG04175,Drs. Dian Kurniawan,&g_AX+jqQ5,(074) 171 4180,Admin
PTG04176,Ani Sirait,uB$5)cUfjf,(0665) 751 5088,Supervisor
PTG04177,Humaira Widiastuti,4w#)2Tn8ut,+62 (42) 371 6274,Kasir
PTG04178,Teguh Dongoran,#ON4nnEje3,088 198 8360,Petugas Loket
PTG04179,Mursita Astuti,f6UiY!Hh(w,087 305 9031,Kasir
PTG04180,Jayeng Marpaung,_xRNx5Rx9L,(0663) 228 4050,Admin
PTG04181,Siska Oktaviani,8_CZhL+&*),(011) 497 5474,Kasir
PTG04182,Pia Astuti,o3yO2Wym^9,+62 (0463) 366-8481,Admin
PTG04183,Citra Mahendra,S$92Fu@dAw,+62 (54) 156-2311,Petugas Loket
PTG04184,Slamet Hartati,(1PzWO(Mec,(0794) 791-6659,Admin
PTG04185,Rudi Wulandari,5lwX7vC#@A,+62 (226) 900 1869,Admin
PTG04186,"H. Gantar Astuti, S.Ked",2G&8PdDx$Z,0860592919,Admin
PTG04187,"Cut Aisyah Lailasari, M.Farm",&134Uqyofa,+62-064-551-1886,Admin
PTG04188,Balidin Puspita,x7IVdyWr!O,+62-157-702-6127,Kasir
PTG04189,"Drs. Limar Adriansyah, S.Psi",(4VAu#XMzs,+62-0438-242-7592,Kasir
PTG04190,Yance Thamrin,Rj6y2sYXI(,087 503 7122,Petugas Loket
PTG04191,Fathonah Mulyani,MC7C0p_q#1,+62-056-895-4612,Supervisor
PTG04192,"Talia Permadi, S.Farm",B85IeFXP$!,+62 (464) 201 3091,Admin
PTG04193,Edward Rahayu,uDQuzDcV%0,+62-0264-921-6016,Kasir
PTG04194,Vivi Situmorang,9c4jQasbD),(080) 914 5557,Admin
PTG04195,Drs. Suci Pertiwi,)5oK+clge0,+62 (013) 972-4182,Admin
PTG04196,"Ivan Maheswara, S.Psi",X+T^3CimE(,+62 (0622) 110-5863,Admin
PTG04197,"Cut Hesti Nuraini, S.Psi",v$!49BshiC,+62 (0081) 069 3876,Kasir
PTG04198,Sadina Saragih,7%1PSrmsng,+62 (036) 453-4666,Petugas Loket
PTG04199,Gilang Prakasa,)4B_3ZCiCx,+62 (22) 740-9266,Admin
PTG04200,Unggul Prakasa,(5PdkeS+8A,+62 (0630) 180-4469,Supervisor
PTG04201,Chelsea Namaga,$POY2eNpL3,(0820) 551-5231,Supervisor
PTG04202,"drg. Radika Agustina, S.Ked",%#03s^XlWK,(0014) 133-8564,Admin
PTG04203,Nadia Hutasoit,lh&6OO+n)!,+62 (0089) 518-7853,Admin
PTG04204,"drg. Rachel Nashiruddin, S.Farm",!_U3gSou15,+62-041-224-2035,Admin
PTG04205,Labuh Simanjuntak,AoT3Fre3!9,(012) 133 8036,Kasir
PTG04206,"Imam Prayoga, M.TI.",dGSvypnh_0,(084) 168-8132,Admin
PTG04207,Daliono Halim,9KMoZ9t#%&,+62 (53) 905-0045,Petugas Loket
PTG04208,Dr. Sabar Waluyo,Q)M%t9Xcem,+62-45-518-7090,Petugas Loket
PTG04209,Mustika Damanik,O2!1I)zXW%,+62-036-945-9153,Kasir
PTG04210,Hj. Ajeng Purwanti,9kH8WxxX#7,(0608) 768 2293,Supervisor
PTG04211,"Zamira Mandasari, M.Ak",)&5J8zChY&,0878964400,Petugas Loket
PTG04212,"R.A. Hana Megantara, S.Psi",%R90nVVk^N,+62-0527-841-3882,Supervisor
PTG04213,Darsirah Laksita,7tZ7HRvG+^,(035) 906 7666,Kasir
PTG04214,Dt. Cengkal Riyanti,(D1EtkL(Om,+62 (144) 910-9731,Petugas Loket
PTG04215,Prayoga Ardianto,_7U$#nmZod,+62 (60) 079 5237,Petugas Loket
PTG04216,Gandi Saputra,(5ED)LfB)q,(005) 687 7174,Kasir
PTG04217,Nova Budiyanto,^7eOODId*W,+62 (0681) 880 3686,Petugas Loket
PTG04218,"Cut Siti Sinaga, M.Farm",+7O4g)gA#f,+62-0966-392-7323,Petugas Loket
PTG04219,"Mala Marpaung, S.Pd",%I&_P+Uyw5,083 550 1521,Supervisor
PTG04220,Ida Kuswoyo,Eo46fC+)z+,+62 (068) 226-3360,Admin
PTG04221,"Bakiono Mandasari, S.Kom",s!4RlCfpkw,+62-012-308-0450,Supervisor
PTG04222,Genta Sihombing,_2LlKvwyDE,(066) 337-9035,Supervisor
PTG04223,"Harsana Nuraini, S.I.Kom",XdTl3nsq@8,(009) 238-3311,Kasir
PTG04224,Lanjar Susanti,nTK3D%v8A_,(028) 554 7482,Kasir
PTG04225,Virman Santoso,!72mLvUp&_,(086) 538 6809,Admin
PTG04226,"Drs. Arsipatra Hariyah, M.TI.",$6r4Bsut&1,(0916) 508 1261,Admin
PTG04227,Gaduh Lestari,79Nmqah@)n,+62 (078) 430 5438,Kasir
PTG04228,"Ajeng Hardiansyah, S.Pt",^_UE9yx+B8,+62 (0092) 229 6575,Supervisor
PTG04229,"Harsaya Kusmawati, M.M.",)r3tHroQ6+,(066) 974-6982,Kasir
PTG04230,Mumpuni Suryatmi,E!6OaRwv(y,087 425 7862,Supervisor
PTG04231,Raden Maryati,)p2mWq^qRl,(041) 568-5452,Kasir
PTG04232,"Jinawi Wahyuni, S.H.",!d0RNoRTuo,+62 (047) 306 5438,Supervisor
PTG04233,Kania Mustofa,*6@eO$3dV1,0853700489,Petugas Loket
PTG04234,"Ian Hakim, M.Ak",#hASf3zg0E,0850533737,Supervisor
PTG04235,"dr. Cemplunk Namaga, M.TI.",*88G5S6Oli,+62 (040) 927 5594,Admin
PTG04236,Anastasia Rajata,PN2t*3GbA$,(079) 159 1822,Admin
PTG04237,Bagas Wulandari,#1LJRaJuU7,+62-082-954-3261,Petugas Loket
PTG04238,Lulut Zulaika,H#5XqA7z$1,+62 (0622) 006-9516,Admin
PTG04239,Warsita Iswahyudi,Uq)7LgKyBf,+62-88-502-9573,Admin
PTG04240,R.M. Reksa Suryatmi,MoEQC$0m$3,(0683) 081 6852,Supervisor
PTG04241,"Ir. Jamil Laksmiwati, S.Kom",P04qPwDj#W,+62-0885-071-0923,Supervisor
PTG04242,Zelaya Hutapea,XqMfeiL6^6,+62 (148) 170-7715,Kasir
PTG04243,"Yani Dabukke, S.I.Kom",%Mss4aRxrg,0866591542,Kasir
PTG04244,Wardaya Irawan,!tRjQMpa6$,+62 (46) 600 1455,Supervisor
PTG04245,"Citra Irawan, S.I.Kom",LIZ4Udbx!2,+62-56-830-5625,Kasir
PTG04246,"Dr. Vero Winarno, M.Pd",%2SWCTPvry,(093) 287-8156,Supervisor
PTG04247,drg. Ajiman Suartini,BEG6BtMd@),(0363) 782-0120,Admin
PTG04248,Waluyo Prayoga,*37d(Q&swi,+62 (311) 501-8919,Petugas Loket
PTG04249,Cinta Marpaung,&0@D81Yr7v,+62 (28) 596 4738,Petugas Loket
PTG04250,Jagaraga Suryono,)w9A@Tp&CI,+62 (011) 863 4191,Supervisor
PTG04251,Mahfud Mandala,1mVBrt4r)T,+62-092-796-7615,Petugas Loket
PTG04252,Suci Wibowo,x2l)RMd1)2,+62-556-880-3935,Petugas Loket
